lake_id,comp1,comp2,comp3,comp4,comp5,comp6,comp7
1150000822,1.0,0.0,0.0,5.028640757172822e-28,4.2924108511151845e-27,1.866090953232403e-92,1.680392723235306e-55
1150001092,0.9999999999999507,0.0,0.0,3.879870588841562e-34,4.921886825752489e-14,1.128199237267868e-77,4.715817571845332e-41
1150002502,1.2019376540806148e-16,0.0,0.0,2.6016269566262506e-27,1.0,4.058633582550974e-65,3.1149971273512016e-27
1150002592,5.700476882273137e-30,0.0,0.0,8.177329878723647e-54,1.0,9.102470743213369e-52,1.3563033506933878e-22
1150003802,0.999999999999583,0.0,0.0,7.284681699969614e-17,4.170488383759347e-13,4.045603547562441e-76,6.801802673434208e-41
1150004092,1.0,0.0,0.0,1.5898030858180277e-20,5.252012058630089e-22,6.586004016874215e-85,3.6039815033407223e-50
1150005262,0.5,0.0,0.0,1.1414765201833115e-10,0.4999999998858531,1.6550981901425068e-55,8.130483781947098e-25
1150005972,1.0,0.0,0.0,2.6808643084679975e-26,6.680271243478292e-16,2.4766455561074205e-71,1.56418395758082e-41
1150007303,1.0,0.0,0.0,2.7117659487568836e-40,2.949727818031341e-19,1.9038871825955966e-72,1.2374843592121726e-44
1150008142,1.0,0.0,0.0,4.889213013875577e-24,9.54123712481886e-16,5.322601778855556e-83,2.353712754335286e-44
1160000282,3.133705014304576e-05,0.0,0.0,2.0441226716572187e-66,0.9999686927521795,1.2460936670998307e-51,4.354167841072189e-23
1170006442,3.645572419625341e-09,0.0,0.0,0.9999999963536998,7.281230595714832e-13,1.540477805915392e-67,3.842243963796565e-39
1170013163,0.0,0.0,0.0,0.0,1.4714842692157829e-126,1.2902869952491316e-20,1.0
1170013972,0.0,0.0,0.0,3.823204499786025e-126,0.9999902011263281,1.09914696762895e-31,9.798873675478533e-06
1170014783,0.0,0.0,0.0,6.974223983373025e-87,0.9999999999999858,5.2329154157108445e-42,1.498843237379605e-14
1220005463,1.6613163324876054e-303,0.0,0.0,6.200006313247796e-131,1.0,5.393228267619154e-45,4.313437257267836e-18
