lake_id,comp1,comp2,comp3,comp4,comp5,comp6,comp7
2110020813,1.3583003,1.2415986,1.4272363,1.7958846,0.9485782,0.94087535,1.3860292
2110024562,0.4239577,0.5176716,0.48888636,0.5360437,0.33508232,0.3892976,0.7101723
2110026463,0.6544101,1.1328756,0.27150792,2.5798483,0.29941967,0.7647421,0.17340605
2130000053,1.5998065,1.4410273,2.2654028,1.8367691,2.180941,0.66221875,1.4747148
2130000103,1.8782307,1.0605601,1.5680091,0.74916583,1.2297484,1.4030381,2.813835
2130000133,1.2616909,1.4367185,2.8738003,1.2027855,2.3340976,0.72719353,1.5455681
2130000363,0.009746627,0.15650004,0.016964758,0.0055726483,0.0040168823,0.0042594885,0.0027189117
2130002132,6.022281,4.841057,6.0869803,4.380936,4.660683,3.9457526,4.674963
2130004282,3.6241767,5.7858615,3.2912467,4.7704134,4.0024824,5.600209,5.129869
2130004742,0.13087285,0.014988423,0.094936065,0.099439986,0.11057491,0.14435072,0.044409983
2130012372,0.640838,0.41520756,0.21743193,0.3464923,0.12932,0.9410904,0.41688412
2130012773,2.2866852,1.8777456,1.342894,0.6010238,1.5809261,0.8473772,0.5128155
2130026062,0.15023004,0.23535384,0.3412444,0.80389553,0.46848366,0.3704873,0.47382265
2130026152,0.3389556,0.1150696,0.09792051,0.070880115,0.30008942,0.2897387,0.22959068
2140010663,0.38371342,0.42121047,0.41705254,0.36093023,0.43304762,0.34519958,0.28642538
2140010713,1.0122073,1.8714311,0.65173125,1.310285,0.7886723,1.0063,1.454058
2140010723,1.0955927,1.4307466,1.1204224,1.0445414,1.0901713,0.9735233,1.1783614
2140014592,1.4789741,0.54025936,1.600461,1.3181231,0.66607785,0.6459163,1.3479793
2140016022,1.3851198,1.3394204,1.967413,2.033293,1.3832873,1.0856813,1.8906341
2150005082,0.4590078,0.5548384,1.0886072,1.2784786,1.294627,1.5773381,0.3740627
2160009382,4.6510534,4.182917,6.004919,4.977883,3.449999,5.485912,5.532029
2160009923,0.55531776,0.9389388,0.88231176,0.90918064,0.79761,0.41471273,0.2251983
2160046863,2.0426106,3.2357535,1.7698065,1.85796,2.3801296,1.452913,2.5255823
2210000352,5.2242856,5.2782326,3.686872,5.6792274,5.36934,5.8241835,6.103494
2220000093,0.13764557,0.10168068,0.31573278,0.24588545,0.13254617,0.18142223,0.11357741
2220014373,0.008425191,0.009891039,0.011103954,0.008557432,0.011749155,0.0058065415,0.003856775
2230005753,0.6319946,0.9684967,0.38398102,0.5883871,0.6938112,0.5621945,0.27276346
2230021903,0.032782704,0.078329265,0.06145089,0.08038724,0.05902785,0.04476108,0.06066906
2230037623,0.038334798,0.06666535,0.06787331,0.08437206,0.073061585,0.09772548,0.06863569
2230043572,0.08815367,0.11284787,0.116176024,0.063457385,0.058538213,0.07633867,0.06945838
2230044463,0.16230974,0.21381895,0.24446929,0.15005624,0.24637142,0.12151538,0.21787995
2230062373,0.4051359,1.005565,0.31421116,0.50162053,0.49362135,0.36065558,0.73660827
2230073093,0.331622,0.6322663,0.5576241,0.5511421,0.5952862,1.1747096,0.60202646
2240011142,0.0016376487,0.0060120784,0.0016194629,0.010986102,0.0016906337,0.0021440608,0.009996183
2250031083,0.44574037,0.65976614,0.4979959,0.5080645,0.7484649,0.43394136,0.46030688
2250031093,0.5692942,0.4703198,0.4759885,0.5162409,0.4115121,0.33582658,0.5078922
2250061402,1.3615285,1.2816523,1.4670452,0.7950337,1.654698,0.84715325,1.266349
2250061733,0.52270156,0.6853787,0.65602237,0.5063738,0.90994465,0.2981859,0.6311665
2250085593,0.09218993,0.05500705,0.09269591,0.12047179,0.10059911,0.091161065,0.0927882
2250088883,0.24743025,0.27188686,0.28072518,0.24705522,0.34512377,0.45281512,0.2600025
2250088893,0.36383644,0.51446813,0.44378558,0.2094726,0.46695164,0.30302727,0.32466948
2260001413,0.7906882,0.5646722,0.8938696,0.6450901,0.71610403,0.7441176,0.50342107
2260031472,0.0034967882,0.0024111497,0.0032919832,0.010684718,0.0066712727,0.018375231,0.010800503
2270004543,0.17069332,0.121117555,0.046248034,0.010578755,0.07216343,0.127541,0.03341848
2270044463,0.53088003,0.3545682,1.3917763,2.3269894,0.5368316,1.05975,0.7680093
2270044473,3.3341599,3.063314,1.6717906,2.3203545,1.8878943,2.574365,2.4815128
2270060992,3.0429695,3.6485934,3.529215,3.526065,1.9110053,2.9766757,2.6430423
2270067462,2.121959,4.0626254,1.7617768,4.997553,5.197278,2.6381743,5.0464845
2270102272,0.61448807,0.5397335,0.39592123,0.8136071,0.84119,0.52309334,0.56204486
2270104842,0.3861022,0.7883472,0.5429739,0.58951306,0.8706771,0.48913684,0.96174484
2270128153,0.8041173,0.37690565,0.51156026,0.79007584,0.21809718,0.20846689,0.67367595
2270139412,0.012931895,0.019048227,0.0026346762,0.019364204,0.0016834207,0.052952815,0.005278674
2270141422,0.008427551,0.0077751386,0.024107995,0.014472479,0.00568905,0.00917795,0.015390535
2280004602,0.0055209473,0.011756776,0.002925662,0.0038762342,0.019125065,0.0065609203,0.017061735
2310000023,3.578479,1.6275346,2.403157,2.1666067,1.664819,2.0218866,1.0293905
2310000033,2.3849282,1.8297846,2.4128938,1.6241754,0.7257082,5.485568,2.1176133
2310000123,1.3495653,0.71109134,0.68160725,1.1940442,0.8605567,0.5632942,0.4487093
2310015232,0.8276251,2.32721,2.2256777,2.1869085,0.9338399,0.9662105,1.0309324
2310020152,0.24998538,0.13789178,0.8940582,0.57534766,0.4158253,0.43504402,0.6713418
2310028243,2.5971048,4.1304684,5.576756,4.490718,4.337585,3.5039668,4.5046687
2310028273,4.9089007,3.890307,1.7347077,4.433385,4.629267,3.1823497,4.61902
2310028773,0.63086975,1.2282146,1.6033475,1.0575185,0.8111033,1.4192334,1.4503264
2320004122,0.39547777,0.045415718,0.06822089,0.008144512,0.10500992,0.033759926,0.03453751
2320145113,1.8803576,2.655648,3.3896954,3.5521479,1.6350207,2.3807302,2.1162949
2320145123,2.0338538,2.852201,2.3861973,2.4376945,2.183372,2.4658537,1.8715148
2320145143,2.562064,2.7321143,2.2782025,2.3638535,2.438993,2.5345144,2.8829556
2320145153,3.1920023,1.9998312,2.0309722,1.4618659,2.6364698,3.19763,2.1534736
2320145163,2.6400921,3.6403913,3.8486226,3.622497,2.935864,2.9169343,3.2775586
2320145183,3.2006125,2.203014,1.8080788,2.305276,2.213488,3.4282365,2.4735
2320145942,1.8618916,3.3172343,2.6143322,1.4164647,3.51866,1.5880588,2.8715277
2320146452,3.3722224,3.0418315,2.5283275,1.7699564,2.7520146,2.5319028,0.9837873
2320148232,3.5394545,2.4040115,4.1362624,3.52898,3.7409163,1.8146228,3.9746351
2320253402,4.859133,4.6467013,4.6654863,4.1034265,4.3857226,2.888557,4.194049
2320269562,0.39803287,0.64627117,0.43269753,0.27750638,0.20935819,0.24757732,0.31455165
2330001913,0.02106895,0.07057605,0.06951728,0.020038038,0.048584223,0.049515683,0.023515513
2330041242,0.05490141,0.052363224,0.036878526,0.044042725,0.08816412,0.0591925,0.059607916
2330042812,0.6013418,2.127383,1.5481759,3.7524734,1.4550927,2.0598989,3.0219605
2330047972,0.117144786,0.36261702,0.238758,0.41823506,0.2452582,2.6122124,0.31299445
2330048832,0.08200499,0.08163869,0.11533559,0.030711152,0.04656708,0.12894452,0.13548243
2330055852,0.30590567,0.73790365,0.79711735,0.9600325,0.2121381,0.7341179,0.6002316
2340000023,0.16484752,0.2088176,0.12244574,0.2313199,0.19878146,0.17707293,0.14644957
2340009563,0.3132178,0.15381198,0.33568305,0.2281764,0.15677753,0.07855905,0.16889031
2340009603,0.019655729,0.058403425,0.05018599,0.04291898,0.0126578715,0.021922115,0.025557531
2340009632,0.029347487,0.0754752,0.07322439,0.02910889,0.08880685,0.026995359,0.026742827
2340009652,0.04179571,0.15990175,0.11106781,0.12467237,0.03821611,0.10495019,0.0951926
2410001812,0.14786977,0.07108086,0.03927485,0.088776216,0.11378224,0.03480433,0.35906506
2420056132,0.00085365993,0.0006273541,0.0009609064,0.0012573417,0.00042326955,0.0014799484,0.0011219518
2420056183,0.30563968,0.24980468,0.16789578,0.39300686,0.38832366,0.22591296,0.6076084
2420103152,0.36706713,0.5743481,0.5186566,0.49023494,0.50641054,0.71447146,0.9010421
2420109812,0.7653686,1.1480069,0.16657473,0.55730885,0.4932814,1.0491657,0.57141286
2420114672,0.50567913,0.46969026,0.85885495,0.68068206,0.69226515,0.56376827,0.97375035
2420124262,0.8282184,0.5785841,0.39575464,0.9073769,0.49303618,0.76190937,0.78392446
2420124352,0.935411,1.0702312,0.63679594,0.5002518,0.34937248,0.628443,0.61819977
2420148343,0.17293382,0.291431,0.4120142,0.19377585,0.27945632,0.29060262,0.15105247
2420169883,0.7048898,1.390919,0.7027103,1.4727578,0.60130537,0.85106474,0.78006077
2420171232,1.389385,0.7286442,0.4454756,0.8495053,1.4139845,0.6533661,0.6711218
2420183212,0.8928826,1.2665386,0.81304306,0.7838982,1.010268,0.7546657,1.2624321
2420190622,0.90339184,0.850034,0.34368625,1.2986743,1.0260192,0.937891,0.7845832
2420198012,0.6622064,1.4412328,1.0267687,0.9357116,0.61734635,1.6012168,0.53502375
2420198232,1.4349059,0.5347587,0.40652266,0.5180477,0.9493965,0.91917396,1.310411
2420200012,0.5742106,1.3336371,0.88813746,0.5226155,1.8526253,0.72614074,1.0281686
2420211152,0.19315442,1.0130593,0.6633295,0.7023977,0.89007986,1.0894853,0.8076421
2420211453,0.17861722,0.09493934,0.099626146,0.17123404,0.0115460465,0.09244892,0.05165811
2420211463,0.2771937,0.12599884,0.25784716,0.17590389,0.17786634,0.107635334,0.16734724
2420211473,0.4419849,0.57193637,0.28524357,0.5792693,0.4267525,0.29057008,0.31379843
2420211493,0.18284528,0.12004545,0.21748734,0.084648505,0.29895437,0.29667878,0.15272973
2420212722,0.4726026,0.7479161,0.17926832,1.242977,0.42933732,0.41889778,0.3016871
2420216142,0.8387406,0.41979358,1.2056587,1.5430298,1.0055552,0.51638067,1.1789472
2420223932,0.23521136,0.20870265,0.13050577,0.13043785,0.16027601,0.20521167,0.14745082
2420224842,0.21856011,0.04977021,0.23284778,0.20977603,0.29953596,0.24738528,0.36992627
2420247492,0.48022175,0.30342397,0.31612462,0.4103064,0.4576547,0.33373955,0.38455442
2430002252,0.27951795,0.42015043,0.14062305,0.047866933,0.21430025,0.13888463,0.19197617
2430007562,0.18997619,0.46216473,0.28939313,0.4488612,0.11225921,0.07640911,0.27151567
2430013653,0.28921127,0.2868129,0.26211783,0.35479525,0.38829494,0.36802313,0.4166798
2430018852,0.35641932,0.33652955,0.6910639,0.63096404,0.6124557,0.32016993,0.61197805
2430022262,0.10100898,0.216357,0.22308698,0.19119883,0.248178,0.07703085,0.24740109
2430032542,0.37663904,0.82913333,1.3572186,0.5305867,0.3861742,0.23474707,0.81841266
2430032782,0.63589555,0.49443397,0.48300466,0.6156508,0.66942877,0.20306782,0.35720393
2430039872,0.36627924,0.6145751,0.27982545,0.7428888,0.64792573,0.36898768,0.4354022
2430040072,0.9394932,0.5110244,0.42678538,0.5102668,0.45113263,0.26793987,0.35463226
2430049102,0.39024892,0.5136058,0.46472952,0.5046598,0.46434444,0.5362394,0.39161363
2430049112,0.45212615,0.7859273,0.75092447,0.7966795,0.28518888,0.5145615,0.3301159
2430049822,0.7735418,0.5469588,0.26194575,0.44647336,0.33582768,0.26972574,0.53591806
2430050912,0.5647636,0.19161782,0.34491748,0.6625534,0.6814437,0.38103023,0.5965007
2430051262,0.7444825,0.29392773,0.49957445,0.76652354,0.24032618,0.42811027,0.19885634
2430051352,1.0676502,0.28659835,0.49229503,1.0400603,0.40092003,0.27749598,0.3065335
2430052952,0.20819154,0.45248276,0.41797388,0.8730741,0.5072416,0.35630566,0.3510171
2430057462,0.5611687,0.23086646,0.64259356,0.39994696,0.2828278,0.5073058,0.46925837
2430057482,0.79951483,0.27922666,0.49359852,0.36660185,0.3326191,0.3717301,0.45278195
2430073032,0.5759173,0.6756766,0.6491778,0.15722016,0.55322933,0.6287818,0.13275802
2430082632,0.3249391,0.2583757,0.65038276,0.22786695,0.8897346,0.910467,0.5369479
2430089002,0.66359687,0.56170785,0.4999395,0.5580843,0.49838156,0.76311636,0.35218716
2430089012,0.42023647,0.37982988,0.5650648,0.40111488,0.42516315,0.4062932,0.61670184
2430089022,0.6932041,0.5853134,0.45540163,0.3838525,0.42295113,0.5059351,0.31049848
2430090182,0.5584316,0.44685358,0.93269813,0.32468843,0.583514,0.573388,0.4788947
2430090663,0.72711015,0.14448616,0.33827892,0.20785469,0.57909495,0.31169423,0.38850632
2430092802,1.0595434,0.2656842,0.31903234,0.5755157,0.73839444,0.51076955,0.29294997
2430094883,0.11383381,0.090239815,0.15714258,0.113479406,0.08349564,0.098358035,0.09611734
2430096262,1.6461934,2.2035422,0.898962,0.736514,0.77402246,1.4562372,0.9627175
2430107363,0.11161645,0.026994174,0.06099426,0.05700997,0.058218054,0.046304636,0.055517577
2430107373,0.02319408,0.08537502,0.05045491,0.07436099,0.04125638,0.057277333,0.04067767
2430109252,0.15804218,0.16335733,0.03920482,0.1414029,0.11727091,0.088935405,0.06452641
2430120303,0.06460866,0.054789472,0.015778115,0.04478928,0.022066167,0.08544015,0.03996348
2430120723,0.051602513,0.0318079,0.04549639,0.032198463,0.020176865,0.03165698,0.05056727
2430120922,0.07856951,0.13684826,0.10129338,0.03900462,0.034510672,0.09761351,0.10396721
2430120932,0.053791367,0.15239155,0.08888075,0.09139495,0.19983582,0.024032138,0.14332993
2430130682,0.38880682,0.79392445,0.44675753,0.28975588,0.36604244,0.5727842,0.41850224
2430132242,0.45827693,0.35626262,0.5532873,0.31830484,0.5622316,0.375892,0.5022271
2430149483,0.027315589,0.0169169,0.019171026,0.018384736,0.01924321,0.051702984,0.03385088
2430149653,0.9496709,0.6294853,0.2916322,0.8110811,0.5600227,0.11347351,0.41980454
2430149783,0.798598,0.2644768,0.35986573,0.6918748,0.40614453,0.50064427,0.6760619
2430149842,0.6217291,0.8734474,0.7884571,0.6524579,0.7046673,0.24107458,0.19233523
2430152152,0.83259547,0.5512271,0.8124007,0.6836127,0.8932085,0.7179451,1.3142192
2430156432,0.92243344,0.54155207,0.7567212,1.4179895,0.49761695,0.69991314,1.4896638
2430156902,0.580125,0.86086655,0.23787872,0.998285,0.50728333,0.58335435,0.27013215
2430166882,0.6847826,0.22351821,0.2655892,0.78652525,0.26907137,0.11000359,0.53411335
2430175082,0.1701843,0.5356857,0.30709445,0.28888294,0.62890655,0.3614039,0.25969213
2430180142,0.52926236,0.721487,0.39974004,0.76876956,0.9205524,0.9439752,1.1016464
2430182622,0.7618884,0.7514604,0.3786089,0.5076656,0.5037073,0.45602095,0.5900458
2430182692,0.58112216,0.6549456,0.72553074,0.60005116,0.56149817,0.36694485,0.4510239
2430185162,1.0167336,0.22950402,0.63915277,0.47323555,0.8150119,0.46449935,0.39989132
2430186442,0.63902485,0.45859528,0.52668744,0.4994943,0.44859996,0.41894993,0.37263447
2430190002,0.69092137,0.6977392,0.60480875,0.36372784,0.68083465,0.7139758,0.60944605
2430195222,0.8316177,0.387379,0.9734107,0.79633117,0.5232218,0.27408254,0.7899764
2430201522,0.5800546,0.20299108,0.26078522,0.82861,0.35017973,0.62842107,0.64150333
2430215162,0.642025,0.53997374,0.3938843,0.6040832,0.7022053,0.7227369,0.4203539
2430215172,0.65190226,0.7294272,1.1172081,0.4425557,0.5213748,0.22737628,0.44538435
2430215182,0.3447548,0.38505286,1.0187864,0.6311753,0.41367,0.5392884,0.872633
2430215192,0.57941324,0.88415956,0.6295092,0.27337715,0.517531,0.83130884,0.38094735
2430215202,0.73408216,0.60752547,0.50176424,0.41044337,0.6410898,0.5840175,0.44589376
2430215282,0.13555498,0.40612546,0.30733,0.9036748,0.21126203,0.7278317,0.42953256
2430217572,0.84879506,0.6739701,0.64686936,0.6026698,1.2130759,0.5212333,0.43599075
2430217602,0.8908022,0.36563396,0.602829,0.33188033,0.61439896,1.1564523,0.5058056
2430218272,0.42970064,0.57750505,0.7325428,0.3677221,0.99793375,0.5296287,0.45561194
2430219282,0.46879175,0.35023385,0.08821163,0.7170922,0.44395578,0.7391458,0.51730055
2430219322,0.23421252,0.44674143,0.6351259,0.3230879,0.89729255,0.30725735,0.48248535
2430219873,1.1305721,0.9370188,0.55163026,1.2317681,0.44198707,0.39162675,0.8356038
2430219882,1.1987708,0.3095375,0.73477995,1.3525664,0.5460314,0.75506014,0.849698
2430219902,1.1403381,0.6956868,0.556183,0.20881663,0.30750176,0.20916961,0.41524562
2430224112,0.39509368,0.66063064,0.48686734,0.8754709,0.5409609,0.85151,0.76565266
2430227292,0.59874445,0.5527059,0.4833523,0.1976226,0.37251076,0.47833446,0.5072683
2430231332,0.8006346,0.9430533,0.34213188,0.6275753,0.7418008,0.6575366,0.48189038
2430231562,0.2330927,0.41250226,0.46910536,0.6533774,0.15745877,0.97971684,0.58130467
2430231573,0.89706194,0.67303956,0.6520463,0.6010322,0.6431473,0.52425563,1.0628897
