lake_id,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8
1150000822,0.0,9.689407844618392e-79,0.0,2.5727699504880165e-27,2.1778476793359582e-58,3.2016237789966976e-181,1.0,4.146176875700178e-28
1150001092,0.0,5.507975646869691e-65,0.0,1.0645859319505113e-32,1.3027922262876427e-44,9.39503789788411e-302,0.9999999999999991,8.93903541373094e-16
1150002502,0.0,4.770719991089782e-49,0.0,1.2615563425201754e-23,1.4577725525904592e-29,0.0,5.34537504789756e-14,0.9999999999999432
1150002592,0.0,2.2225523610520503e-45,0.0,1.348744140378889e-48,1.2657557463033743e-22,4.25079e-318,3.4966720182030764e-28,1.0
1150003802,0.0,3.070747697450234e-64,0.0,4.812367959659411e-16,3.0185329510648072e-43,1.3975644203866803e-225,0.999999999999956,4.374435453893344e-14
1150004092,0.0,8.768271335072674e-74,0.0,2.6766440233865324e-20,1.286437242378839e-52,5.927513997881567e-175,1.0,3.555678492646344e-23
1150005262,0.0,8.693543061868333e-48,0.0,1.1039690321851816e-08,3.71858934276183e-25,1.6064094830397985e-107,0.5,0.4999999889603083
1150005972,0.0,2.354715864193404e-65,0.0,7.267790671691078e-25,3.509506095440419e-42,3.911382887357743e-220,1.0,1.1983564094288584e-16
1150007303,0.0,9.341606525065753e-69,0.0,2.291213191376971e-38,9.692285092339803e-45,5.208932132133257e-92,1.0,5.0161328225022845e-20
1150008142,0.0,1.5407903348816085e-67,0.0,1.5499137878833838e-23,6.58450286948682e-48,2.9525072064728743e-72,1.0,7.369239581570246e-17
1160000282,0.0,2.88026620680971e-46,0.0,2.1320961911282295e-60,3.2271550455751104e-23,2.1236734510419554e-55,3.508966694627693e-05,0.9999649401353766
1170006442,0.0,1.960088698620177e-63,0.0,0.9999999561068701,1.509083076784178e-39,2.723347445489082e-137,4.3893044955612614e-08,8.501495818046975e-14
1170013163,0.0,3.6999890574456947e-17,0.0,0.0,1.0,0.0,0.0,5.085589094496947e-118
1170013972,0.0,4.662802378615643e-27,0.0,1.829247849144998e-116,4.56484017167182e-06,0.0,0.0,0.9999954351598342
1170014783,0.0,2.1146133326929883e-37,0.0,1.7676116845553752e-81,2.0919219963469163e-14,0.0,0.0,0.9999999999999787
1220005463,0.0,3.266305362124382e-41,0.0,4.739527936401189e-121,1.80539366254137e-18,3.1209826838318535e-177,5.610151175942753e-297,1.0
1220013612,0.0,2.074564587118163e-45,0.0,4.7084805429368085e-48,4.510038424938324e-23,0.0,1.7126333297296836e-115,1.0
1220053053,0.125,4.4807232765083626e-33,0.0,8.736760681591648e-57,2.3329780556346996e-10,0.0,0.0,0.8749999997667031
1220056833,0.0,1.7843262642573906e-73,0.0,1.1427601625846765e-12,1.7065022210005797e-49,1.8076390275331248e-149,0.999999999998856,1.1423718430627075e-23
1220056903,0.0,2.01036540152484e-74,0.0,1.0250899636629156e-12,2.0017474665001875e-50,4.911305390532267e-103,0.999999999998975,1.527033387474674e-24
1230003032,0.0,1.0400804317401657e-61,0.0,0.014662875909255862,1.0011301279116867e-37,1.0228190115006902e-76,0.9853371240852558,5.488329646903193e-12
1230009732,0.0,7.119716687432817e-28,0.0,2.1552955884227525e-123,2.462585966859684e-06,0.0,0.0,0.9999975374140372
1240009142,0.0,1.496398397910523e-28,0.0,1.146557063312859e-135,3.1079057323189654e-08,7.3688783641168605e-140,0.0,0.9999999689209464
1240018052,0.0,5.052692421846732e-46,0.0,8.274301647763999e-29,4.262971706278683e-22,4.450747608368184e-71,1.828009722557965e-100,1.0
1240019053,0.0,1.3977802773570793e-22,0.0,0.0,0.9999999998507008,3.717944987405901e-223,0.0,1.4930231111035875e-10
1250034252,0.0,9.615093107792171e-63,0.0,0.9826856676838696,4.362391380015697e-39,1.4858341770229412e-118,0.017314332315834045,2.9621493858430356e-13
1250051122,0.0,6.773734896818573e-83,0.0,3.64230735664368e-16,7.29812633940472e-59,2.240509998530095e-135,1.0,1.43464295310688e-32
1270003322,0.0,7.422279465788071e-50,0.0,2.664488656717213e-60,2.394553249999272e-29,0.0,5.105848927714563e-13,0.9999999999994884
1270024123,0.0,2.592848967144173e-20,0.0,2.2467839573636746e-216,0.9999971529650535,0.0,0.0,2.8470349444607988e-06
1270028303,0.0,1.6264682140661859e-21,0.0,0.0,1.0,0.0,0.0,1.1263298066205792e-61
1270040752,0.0,5.435385375186066e-56,0.0,0.9999992583295164,7.162188659899185e-33,5.26950764000214e-50,3.2165710537980336e-16,7.416704836463287e-07
1270041163,0.0,1.1196785706886087e-45,0.0,3.0656872758758997e-19,3.685473655363957e-23,1.581313648923819e-95,4.388265266423308e-145,1.0
1270045763,0.0,5.022968085862799e-26,0.0,7.48023671622844e-156,6.133742635104052e-08,3.4486423706810633e-159,0.0,0.9999999386625708
1270054173,0.0,1.9014017272187462e-30,0.0,2.7385853804529185e-276,5.107336497398705e-10,0.0,0.0,0.9999999994892619
1310000402,0.0,1.82297780184724e-17,0.0,0.0,0.5,0.5,0.0,5.454475653347961e-44
1310005562,0.0,1.6836924050440547e-75,0.0,2.284892133548728e-09,1.6163588532824858e-51,2.054802260806327e-265,0.9999999977151077,1.8579121023402298e-25
1320012743,0.0,4.853985842479036e-46,0.0,1.0952704254895372e-23,3.0722825464188466e-22,0.0,5.369168637484916e-114,1.0
1320015733,0.0,1.6262996095775335e-48,0.0,1.8042579939034793e-10,2.074379156663829e-24,6.129289365415177e-247,1.8171187771083403e-46,0.9999999998195737
1320015883,0.0,3.095690604853731e-47,0.0,1.093700102402404e-30,2.3445486613861656e-23,7.477088107749014e-158,1.06992562613503e-110,1.0
1320018042,0.0,1.4068454548310314e-50,0.0,0.9719449840647908,4.604631483853003e-28,7.952040621691183e-276,1.853163467860548e-14,0.02805501593519013
1320022222,0.0,7.31007627547007e-49,0.0,0.8934675913889331,4.3843413499916765e-26,0.0,1.3246765211509762e-48,0.10653240861106845
1320023692,0.0,8.087183400136739e-73,0.0,4.705805013247633e-09,1.7214074829339445e-49,2.5305366395215706e-103,0.9999999952941963,8.584285446461099e-23
1320023702,0.0,5.870548879588202e-68,0.0,4.977246985035753e-18,9.250492769997551e-45,8.8747460412664e-56,1.0,9.03204098397683e-19
1320026362,0.0,1.9776930759394884e-43,0.0,3.3934224199118674e-33,1.3008697569589103e-20,2.4450615381442405e-244,7.825664413564459e-180,1.0
1320028172,0.0,2.004757227396625e-48,0.0,3.6155849624250987e-10,9.89337131914702e-26,7.649911337362745e-66,1.2668651225217603e-44,0.9999999996384403
1320029763,0.0,4.082766936427533e-55,0.0,0.999999887188138,2.0467892706390562e-31,1.5636519095852958e-143,5.119956741372011e-40,1.1281186101394637e-07
1320030072,0.0,7.79644141802433e-68,0.0,2.4148008162031523e-05,5.484542171211983e-44,2.062558835210479e-55,0.9999758519918377,2.5586069631407346e-18
1320031272,0.0,4.504063342152853e-61,0.0,0.9999999999892228,2.849158254627333e-37,4.55712007093925e-49,5.577601827905317e-12,5.199591112028418e-12
1320031292,0.0,2.3767191851078016e-56,0.0,0.999999976214449,1.1328413152031254e-32,2.356308654420903e-57,3.1264321861658127e-31,2.3785551167809315e-08
1320035402,0.0,1.5888788015390553e-69,0.0,3.113070971442212e-10,5.411361400850118e-47,9.197452076464379e-59,0.9999999996886935,9.58608002324659e-20
1320035532,0.0,1.6296016070904837e-82,0.0,1.301290241526753e-24,9.250246697881932e-61,1.6259424511425157e-70,1.0,7.472882187647739e-32
1320036032,0.0,5.105226393693485e-62,0.0,2.5113613490626005e-07,6.459002805076151e-39,2.861812152674784e-154,0.9999997488630213,8.4363789232616e-13
1320036142,0.0,2.1928327252076707e-80,0.0,3.0873224699837463e-20,8.524110870779026e-57,1.26016312541031e-62,1.0000000447034836,2.3865799790758928e-30
1320037342,0.0,1.0239031109096956e-41,0.0,1.963796288727043e-22,4.949124616710659e-19,6.536562800031008e-106,2.34602611634854e-152,1.0
1320038493,0.0,1.9741714542195882e-51,0.0,0.9995897242561228,9.468561716977698e-28,6.374411399105247e-183,1.3740849388989046e-49,0.0004102757438763319
1320040872,0.0,4.266214428315707e-79,0.0,7.835531365262233e-12,4.771811300715677e-55,3.7540106702683645e-64,0.9999999999921627,5.671367800102726e-29
1330006212,0.5,3.164993285817918e-37,0.0,3.5123166344972066e-61,3.1926252280799942e-15,0.0,0.0,0.49999999999999645
1330007723,1.0,1.0221135894734963e-57,0.0,1.823095498094677e-117,4.165706312201797e-36,1.4292577948861374e-281,0.0,4.3875399256869236e-23
1330010923,0.0,8.85518806637021e-47,0.0,2.9088300011695893e-46,2.513626246316952e-24,1.9026650003409387e-223,1.8904687601917369e-119,1.0
1330014893,0.0,1.786856734669509e-27,0.0,0.0,9.22601518600845e-07,2.8837028014081454e-84,0.0,0.9999990773984759
1330015103,0.0,2.8280305663303953e-42,0.0,1.8392430655948833e-132,8.053069638287239e-19,0.0,6.905035908617885e-300,1.0
1420040083,0.0,3.873627481853834e-30,0.0,1.2011869354554614e-111,1.2050824603645233e-07,0.0,0.0,0.9999998794917521
1420043703,0.0,1.5529223688141237e-30,0.0,0.0,5.3946898273743433e-08,7.750764369951218e-162,0.0,0.9999999460530958
1420045233,0.0,4.185668673523373e-30,0.0,2.956691323203712e-129,3.617682267311325e-07,3e-323,0.0,0.999999638231779
1420049113,0.0,3.7230810806856937e-32,0.0,8.523972612106941e-118,2.3302734893547632e-09,0.0,0.0,0.9999999976697254
1430002253,0.0,5.956856293762332e-34,0.0,2.149270291836673e-101,2.971244686355501e-11,1.5571427264865245e-226,0.0,0.9999999999702887
1430002872,0.0,4.3451696031358004e-61,0.0,0.999999999987544,4.475830689617024e-37,2.31357692510267e-108,8.1746843311868e-17,1.2455925204732216e-11
1430004273,0.0,1.1612132307170299e-21,0.0,0.0,1.0,0.0,0.0,3.458399514548365e-21
1430004323,0.0,1.570192701886708e-59,0.0,0.9999999994467972,1.6648384376089372e-35,1.1756142009932518e-68,3.358505950847003e-12,5.498442360214826e-10
1440001863,0.0,1.0204932204342017e-45,0.0,2.2824636244044746e-77,1.3805248855615676e-22,2.3381535804101832e-68,1.090230652664288e-159,1.0000000447034836
1440005913,0.0,7.662994152458682e-35,0.0,4.517377429690041e-162,1.7914056852439033e-11,0.0,0.0,0.9999999999820872
1440011113,0.0,6.3371928555290055e-55,0.0,0.9999850735329262,8.038982019030046e-31,1.636152307742715e-201,7.966380195122913e-07,1.4129829054952256e-05
1450003703,0.0,4.873115206729732e-39,0.0,8.313413492286882e-264,1.1960107119181827e-15,1.070517005173634e-144,0.0,1.0
1450007622,0.0,1.1278947876509093e-29,0.0,1.4128975179565288e-201,2.1954964993831067e-07,1.006460090347847e-176,0.0,0.9999997804503479
1450009543,0.0,1.814567188726918e-23,0.0,0.0,0.019976667282081577,0.0,0.0,0.9800233327179183
1450009923,0.0,7.392956689757481e-80,0.0,3.198272209284013e-12,7.402183950707787e-56,3.404343419555337e-62,0.9999999999968026,1.4966075156797888e-29
1450011142,0.0,4.46731585523446e-43,0.0,1.1355095061312438e-62,1.9530362257042668e-19,2.9813185523350794e-161,7.4300868973935e-310,1.0
1450012863,0.0,7.507592911299769e-20,0.0,0.0,1.0,0.0,0.0,1.4568415108614058e-77
1450014203,0.0,1.7693881337380743e-69,0.0,0.0005728469055864837,1.8997875587903553e-45,5.151114783282332e-57,0.9994271530944152,1.7450781594460826e-19
1460002782,0.0,3.727668794363178e-38,0.0,2.043704280036781e-96,9.986491524043277e-15,3.521068226207588e-297,0.0,0.9999999999999929
1460009393,0.0,1.0759454086811115e-24,0.0,0.0,0.9999207178195609,0.0,0.0,7.928218043698463e-05
1510001923,0.0,1.690416519458727e-22,0.0,0.0,1.0,0.0,0.0,3.810854298157752e-18
1510006093,0.0,6.415877012045026e-23,0.0,0.0,0.9999999965012734,0.0,0.0,3.498730802256809e-09
1510006393,0.0,2.6896264262122138e-31,0.0,0.0,4.818106987570707e-08,0.0,0.0,0.9999999518189366
1530011512,0.0,9.209214116092516e-23,0.0,0.0,1.0,0.0,0.0,5.365511121350827e-15
1620001552,0.0,3.156627079014539e-48,0.0,1.3713780802681984e-28,2.663863029280453e-24,6.554679655198816e-220,5.085956522972574e-89,1.0
1620004522,0.0,1.108393571042974e-47,0.0,4.694571291712275e-10,6.929453604631579e-24,7.199676782099011e-154,2.4737585398303119e-60,0.9999999995305444
1620008282,0.0,9.008706904829238e-49,0.0,2.4697665026949547e-07,9.25265973002564e-25,5.335892870723867e-120,1.903564828678902e-58,0.9999997530233514
1620023612,0.0,3.020346563381157e-56,0.0,0.999963505941457,3.0184981564603074e-32,1.6313359839327923e-41,3.617808311123889e-05,3.159754321625172e-07
1620031802,0.0,2.619505312248315e-57,0.0,0.9999178410354014,2.5604239999757176e-33,1.1548081585276942e-41,8.206245381538584e-05,9.651078340487335e-08
1620032342,0.0,9.86651116939786e-58,0.0,0.9998782011557571,9.781008657823098e-34,3.519813185182839e-83,0.00012177375691396484,2.5087329471996957e-08
1620034183,0.0,1.1507681991494498e-69,0.0,1.1221918836090802e-08,1.2745804850725342e-45,8.116363478413193e-73,0.9999999887780807,6.249106929680962e-20
1620063302,0.0,2.0295673099867626e-47,0.0,3.4657597334379825e-31,1.934937344341414e-23,2.6659754929550952e-43,4.440474688095022e-18,1.0
1720000552,0.0,9.391320765445543e-78,0.0,1.469108525508452e-18,3.146450860317654e-55,6.212751349298871e-59,1.0,1.8299336442624247e-27
1720001282,0.0,7.388623016112275e-64,0.0,7.068068186685685e-09,2.4312172117527394e-41,8.480931568309357e-48,0.9999999929319081,2.3731399114384255e-14
1720001342,0.0,1.118889977179609e-51,0.0,0.9849817069407864,4.605324444203556e-29,7.870503213236428e-51,2.3225755432011913e-05,0.014995067303782837
