lake_id;comp1;comp2;comp3;;
2230005753;1.65E-58;0.999999968;3.24E-08;;
2230021903;1.55E-76;1.00000003;8.52E-25;;
2230037623;2.88E-64;1.000000015;1.13E-13;;
2230043572;1.23E-67;1;1.59E-16;;
2230044463;1.13E-50;0.833333358;0.166666672;;
2230062373;2.85E-75;1;1.48E-23;;
2230073093;4.13E-68;1;4.62E-17;;
2240011142;3.18E-74;1;1.34E-22;;
2250031083;2.64E-75;1.00000003;1.19E-23;;
2250031093;1.15E-50;0.56766772;0.432332325;;
2250061402;5.78E-49;4.30E-28;1;;
2250061733;5.04E-65;1;2.13E-14;;
2250085593;9.03E-51;0.860994098;0.139005947;;
2250088883;1.42E-70;1.00000003;1.54E-19;;
2250088893;1.58E-73;1;4.49E-22;;
2260001413;3.44E-13;6.55E-113;1;;
2260031472;1.16E-75;1;6.04E-24;;
2270004543;2.19E-67;1;3.36E-16;;
2270044463;1.51E-65;1;1.01E-14;;
2270044473;4.05E-43;4.31E-107;1;;
2270060992;2.35E-62;1;7.46E-12;;
2270067462;1;0;0;;
2270102272;7.42E-76;1.00000003;3.65E-24;;
2270104842;2.61E-49;2.65E-11;1;;
2270128153;4.49E-28;0;1;;
2270139412;2.47E-66;1;2.71E-15;;
2270141422;5.66E-66;1;8.71E-15;;
2280004602;7.45E-75;1;3.06E-23;;
2310000023;9.14E-42;8.71E-110;1;;
2310000033;0.018854742;0;0.981145258;;
2310000123;0.666666687;2.05E-195;0.333333343;;
2310015232;3.56E-44;1.86E-114;1;;
2310020152;7.70E-38;3.96E-261;1;;
2310028243;1;0;0;;
2310028273;1;0;0;;
2310028773;1;0;0;;
2320004122;1;0;1.66E-49;;
2320145113;2.61E-63;1;1.87E-12;;
2320145123;4.62E-52;0.933429868;0.066570132;;
2320145143;3.54E-63;1;2.34E-12;;
2320145153;4.47E-76;1;1.77E-24;;
2320145163;4.17E-72;1;6.59E-21;;
2320145183;2.28E-51;0.689180146;0.310819854;;
2320145942;8.21E-50;4.95E-14;1;;
2320146452;2.37E-65;1;1.78E-14;;
2320148232;8.85E-49;2.74E-14;1;;
2320253402;3.52E-58;0.999999966;3.41E-08;;
2320269562;2.13E-75;1;1.08E-23;;
2330001913;3.03E-49;3.95E-15;1;;
2330041242;2.13E-58;0.999999934;6.63E-08;;
2330042812;1.10E-33;4.95E-220;1;;
2330047972;1;0;0;;
2330048832;7.35E-67;1;3.90E-16;;
2330055852;3.02E-48;4.61E-13;1;;
2340000023;8.84E-69;1;4.91E-18;;
2340009563;9.54E-48;1.08E-20;1;;
2340009603;1.69E-59;1.000000028;2.06E-09;;
2340009632;1.88E-49;0.000643083;0.999356917;;
2340009652;7.22E-50;0.000746505;0.999253495;;
2410001812;2.87E-44;2.14E-79;1;;
2420056132;2.61E-77;1;1.64E-25;;
2420056183;1.32E-67;1;1.42E-16;;
2420103152;6.88E-77;1;4.06E-25;;
2420109812;4.04E-77;1;2.69E-25;;
2420114672;1.62E-76;1;9.70E-25;;
2420124262;2.82E-73;1;1.01E-21;;
2420124352;4.59E-61;1;2.42E-10;;
2420148343;5.92E-42;8.24E-53;1;;
2420169883;3.48E-66;1;2.34E-15;;
2420171232;1.73E-74;1;7.64E-23;;
2420183212;1.91E-76;1;1.13E-24;;
2420190622;8.04E-75;1;3.39E-23;;
2420198012;3.72E-70;1;5.27E-19;;
2420198232;2.53E-73;1;6.91E-22;;
2420200012;1.11E-74;1;4.43E-23;;
2420211152;3.09E-76;1;1.69E-24;;
2420211453;2.64E-45;9.59E-83;1;;
2420211463;4.02E-77;1;2.53E-25;;
2420211473;1.56E-32;4.13E-65;1;;
2420211493;7.01E-49;1.34E-24;1;;
2420212722;2.90E-53;0.997334127;0.002665873;;
2420216142;8.36E-57;0.9999985;1.50E-06;;
2420223932;4.36E-70;1.00000003;5.19E-19;;
2420224842;5.50E-46;6.35E-51;1;;
2420247492;3.53E-77;1;2.34E-25;;
2430002252;4.39E-61;1;3.17E-11;;
2430007562;7.20E-69;1;1.97E-18;;
2430013653;7.10E-76;1;3.56E-24;;
2430018852;5.62E-72;1;9.52E-21;;
2430022262;2.87E-73;1;6.93E-22;;
2430032542;3.59E-73;1;5.98E-22;;
2430032782;1.11E-72;1;2.44E-21;;
2430039872;1.63E-70;1;2.05E-19;;
2430040072;6.23E-69;1;8.06E-18;;
2430049102;2.93E-69;1.00000003;7.30E-19;;
2430049112;2.29E-68;1;8.88E-18;;
2430049822;9.74E-59;0.999999971;2.85E-08;;
2430050912;2.96E-67;1;6.84E-17;;
2430051262;5.87E-70;1;1.01E-18;;
2430051352;1.12E-76;1;5.83E-25;;
2430052952;3.27E-76;1;1.82E-24;;
2430057462;9.86E-75;1;3.99E-23;;
2430057482;2.87E-76;1;1.46E-24;;
2430073032;3.39E-74;1;1.27E-22;;
2430082632;7.40E-76;1;3.39E-24;;
2430089002;4.83E-76;1.00000003;2.14E-24;;
2430089012;5.40E-71;1.00000003;6.73E-20;;
2430089022;3.18E-74;1;6.66E-23;;
2430090182;5.39E-75;1;2.01E-23;;
2430090663;1.02E-75;1;4.40E-24;;
2430092802;5.30E-49;6.04E-25;1;;
2430094883;9.56E-44;2.25E-49;1;;
2430096262;7.35E-72;1;2.59E-20;;
2430107363;2.56E-59;0.999999997;2.88E-09;;
2430107373;1.41E-68;1;9.36E-18;;
2430109252;1;0;4.58E-28;;
2430120303;1.28E-71;1;1.53E-20;;
2430120723;3.19E-76;1;1.57E-24;;
2430120922;1.54E-76;1;8.81E-25;;
2430120932;2.36E-75;1;7.68E-24;;
2430130682;5.15E-74;1;1.54E-22;;
2430132242;8.15E-72;1.000000015;9.91E-21;;
2430149483;6.71E-75;1.000000015;1.89E-23;;
2430149653;7.59E-61;1;8.36E-11;;
2430149783;1;0;2.64E-25;;
2430149842;1.55E-69;1;2.09E-18;;
2430152152;1.02E-49;0.5;0.5;;
2430156432;1.47E-68;1;1.73E-17;;
2430156902;7.89E-68;1;4.56E-17;;
2430166882;1.47E-64;1;1.17E-14;;
2430175082;1.00E-76;1;6.23E-25;;
2430180142;5.01E-72;1;1.20E-20;;
2430182622;4.11E-68;1;2.62E-17;;
2430182692;6.60E-71;1;1.02E-19;;
2430185162;4.42E-76;1;1.90E-24;;
2430186442;1.50E-71;1.00000003;1.83E-20;;
2430190002;1.14E-72;1;2.30E-21;;
2430195222;9.98E-72;1;8.78E-21;;
2430201522;4.35E-73;1;1.26E-21;;
2430215162;1.51E-73;1.00000003;3.65E-22;;
2430215172;3.17E-72;1;5.07E-21;;
2430215182;3.39E-73;1.00000003;8.38E-22;;
2430215192;2.14E-69;1.000000015;2.95E-18;;
2430215202;1.03E-74;1.00000003;3.57E-23;;
2430215282;5.89E-73;1;1.97E-21;;
2430217572;1.06E-51;0.983166497;0.016833503;;
2430217602;2.62E-62;1;8.90E-12;;
2430218272;1.47E-76;1;8.32E-25;;
2430219282;8.07E-69;1;1.23E-17;;
2430219322;1.51E-69;1;2.60E-18;;
2430219873;5.24E-70;1;5.42E-19;;
2430219882;2.79E-74;1;8.32E-23;;
2430219902;7.23E-69;1;1.19E-17;;
2430224112;3.14E-76;1;1.79E-24;;
2430227292;3.40E-43;9.77E-84;1;;
2430231332;6.01E-72;1;1.06E-20;;
2430231562;3.78E-73;1;8.93E-22;;
2430231573;1.16E-68;1;1.17E-17;;
2430231583;1.94E-45;0.5;0.5;;
2430232482;4.99E-74;1;1.46E-22;;
2430235743;9.93E-22;7.37E-295;1;;
2430269672;1.38E-64;1;7.75E-14;;
2430269732;1.83E-69;1;3.17E-18;;
2430269883;1.37E-46;2.73E-36;1;;
2430270323;1.99E-61;1;6.87E-11;;
2430276873;5.75E-62;1;1.12E-11;;
2430279392;3.79E-74;1;1.29E-22;;
2430281272;1.25E-74;1;3.76E-23;;
2430281712;5.29E-73;1;1.30E-21;;
2430281932;8.43E-75;1;2.72E-23;;
2430301672;6.53E-69;1;6.59E-18;;
2430304182;3.38E-76;1;1.83E-24;;
2430306733;1.86E-69;1.00000003;2.37E-18;;
2430308852;1.25E-74;1;4.12E-23;;
2430314662;5.87E-74;1;1.34E-22;;
2430314822;2.77E-77;1;1.92E-25;;
2430315203;1.21E-71;1;2.02E-20;;
2430315713;8.76E-67;1;8.42E-16;;
2430323663;5.36E-50;0.333332475;0.666667555;;
2430340143;0.5;0;0.5;;
2430340702;2.13E-67;1;2.79E-16;;
2430341053;1.33E-74;1;4.96E-23;;
2430341733;0.5;9.03e-321;0.5;;
2430341843;6.34E-68;1;2.27E-17;;
2430360692;1.47E-67;1;1.18E-16;;
2430367792;9.49E-47;1.78E-37;1;;
2430368042;1.11E-73;1;2.05E-22;;
2430368102;3.05E-72;1;4.72E-21;;
2430369432;1.19E-60;1;2.43E-10;;
2430369582;4.09E-53;0.99938103;0.00061897;;
2430374052;9.67E-68;1;1.39E-16;;
2430377953;1.43E-71;1;3.17E-20;;
2430378782;3.63E-72;1;1.12E-20;;
2430382423;2.41E-68;1;5.21E-17;;
2430382503;4.87E-73;1;1.25E-21;;
2430382882;7.52E-62;1;1.75E-11;;
2430394522;8.07E-53;0.982111666;0.017888334;;
2430401062;9.81E-50;0.089504056;0.910495944;;
2430401782;1.19E-46;2.11E-26;1;;
2430411422;1.93E-48;0.000107749;0.999892251;;
2430413382;2.75E-50;8.32E-09;0.999999992;;
2430432123;8.34E-72;1.000000015;8.64E-21;;
2430432293;6.65E-49;0.240330218;0.759669782;;
2430434302;3.54E-74;1;1.64E-22;;
2430440632;4.03E-76;1;2.04E-24;;
2430440752;4.01E-73;1;9.61E-22;;
2430440772;0.029157669;0;0.970842331;;
2430440782;1;0;1.13E-145;;
2430440872;4.67E-68;1;4.37E-17;;
2430441233;1.63E-65;1;2.87E-15;;
2430455603;1.88E-48;3.31E-21;1;;
2430455613;3.58E-50;0.333640644;0.666359386;;
2440001572;7.11E-70;1;1.10E-18;;
2440003262;8.64E-67;1;1.16E-16;;
2440022142;7.75E-71;1;1.17E-19;;
2440022282;4.01E-70;1;3.88E-19;;
2440022513;6.41E-73;1.000000045;1.10E-21;;
2440038652;2.74E-65;1;4.10E-15;;
2440044402;2.03E-73;1;6.30E-22;;
2440048592;6.91E-76;1;3.05E-24;;
2440055862;1.64E-74;1;7.09E-23;;
2440060312;4.18E-52;0.990706619;0.009293381;;
2440060322;5.70E-68;1;4.88E-17;;
2440072192;2.31E-76;1.00000003;1.26E-24;;
2440082412;3.98E-50;0.500690051;0.499309949;;
2440083022;5.81E-75;1;2.28E-23;;
2440083032;4.80E-76;1;2.42E-24;;
2440083223;4.18E-63;1;1.61E-12;;
2440083233;1.06E-64;1;6.66E-14;;
2440083892;1.79E-68;1;1.20E-17;;
2440101662;2.42E-74;1;8.78E-23;;
2440101722;2.03E-73;1;6.05E-22;;
2440119262;1.89E-74;1;7.91E-23;;
2440119282;4.25E-50;0.500000001;0.499999999;;
2440119292;7.93E-60;0.999999999;1.45E-09;;
2440119323;9.36E-50;0.027978128;0.972021872;;
2440129103;9.97E-50;0.5;0.5;;
2440130433;2.42E-75;1;1.28E-23;;
2440132572;2.63E-72;1;5.15E-21;;
2440148013;8.10E-63;1;8.05E-13;;
2440177782;2.80E-72;1.000000015;5.78E-21;;
2440192373;2.61E-57;0.999999796;2.04E-07;;
2440192563;5.10E-51;0.82947581;0.17052419;;
2440201692;1.77E-67;1;2.07E-16;;
2440206682;1.50E-59;0.999999999;1.31E-09;;
2440208113;1.67E-71;1;2.19E-20;;
2440208172;4.85E-70;1;6.24E-19;;
2440210482;9.84E-76;1;4.36E-24;;
2440214292;1.30E-59;0.999999998;1.97E-09;;
2440218592;7.08E-74;1;2.38E-22;;
2440224732;6.68E-75;1.00000003;2.33E-23;;
2440224752;3.44E-76;1;1.77E-24;;
2440224773;4.72E-73;1;1.16E-21;;
2440247642;7.29E-50;0.5;0.5;;
2440247653;1;0;0;;
2440247662;8.67E-72;1;4.54E-21;;
2440257232;6.52E-71;1;1.35E-19;;
2440260052;1.05E-50;0.01288391;0.98711609;;
2440260062;8.60E-24;0;1;;
2440260072;1;0;0;;
2440260193;4.07E-47;5.72E-26;1;;
2440260203;2.46E-68;1;1.38E-17;;
2440260723;1.10E-37;1.71E-78;1;;
2440261452;8.24E-74;1;2.33E-22;;
2440265092;4.26E-73;1;1.15E-21;;
2440269892;1.33E-74;1;4.37E-23;;
2440273723;1.27E-49;0.334352394;0.665647636;;
2440273823;5.05E-45;8.85E-53;1;;
2440286252;6.84E-49;9.78E-11;1;;
2440301942;5.90E-47;3.15E-32;1;;
2440302392;4.01E-62;1;1.04E-11;;
2440305132;2.74E-75;1;1.44E-23;;
2440306332;1.74E-61;1.00000003;9.59E-11;;
2440309333;1.68E-61;1;6.43E-11;;
2440309963;1.89E-44;1.20E-73;1;;
2440312983;1;0;0;;
2440314082;8.95E-49;1.11E-37;1;;
2440314093;2.89E-36;1.24E-65;1;;
2440317893;1;0;0;;
2440328882;1;0;0;;
2440329613;7.21E-47;8.61E-38;1;;
2440336572;0.5;3.58E-81;0.5;;
2440336582;1;0;0;;
2440337082;1;0;0;;
2440342142;1;0;0;;
2440347882;5.05E-47;4.40E-44;1;;
2440348633;4.17E-49;2.15E-05;0.99997851;;
2440348643;6.14E-65;1;1.09E-14;;
2440348652;1.80E-49;2.60E-14;1;;
2440348662;1;0;0;;
2440366783;2.35E-74;1;7.88E-23;;
2440373823;2.33E-67;1;2.77E-16;;
2440405553;1.36E-47;9.74E-25;1;;
2440410362;1;0;0;;
2440410472;5.50E-62;1;6.31E-12;;
2440430272;1;0;0;;
2440447453;2.10E-63;1;6.92E-13;;
2440459983;0.5;4.46E-15;0.5;;
2440460003;3.29E-52;0.988285063;0.011714937;;
2440460023;8.73E-42;9.52E-110;1;;
2440460032;1.25E-55;0.999994759;5.24E-06;;
2440460043;4.58E-69;1;4.10E-18;;
2440460052;1;0;0;;
2440507503;4.91E-45;5.54E-56;1;;
2440511993;6.56E-74;1;2.05E-22;;
2440524913;9.31E-62;1;1.19E-11;;
2440526623;0.166666672;0.694372782;0.138960576;;
2440526683;0.5;0.5;2.90E-12;;
2440537542;1.70E-12;0;1;;
2440550262;2.80E-48;0.499998761;0.500001239;;
2440554173;2.25E-59;0.999999993;6.84E-09;;
2440555552;5.58E-75;1;9.56E-24;;
2440574212;1.22E-71;1;8.81E-21;;
2440579492;5.67E-68;1;3.93E-17;;
2510053222;3.13E-42;1.69E-88;1;;
2510102502;1;0;0;;
2510122762;1;0;0;;
2510135443;7.23E-74;1;2.10E-22;;
2510135452;1;0;1.58E-116;;
2510136122;8.19E-26;0;1;;
2510185563;6.26E-69;1;7.29E-18;;
2510185573;5.57E-45;0.5;0.5;;
2510201732;1.94E-48;1.31E-24;1;;
2510204343;1.92E-38;2.98E-135;1;;
2510213092;1.65E-60;1;2.63E-10;;
2510217833;5.18E-53;0.996468869;0.003531131;;
2510222253;2.13E-46;5.98E-66;1;;
2510224962;3.07E-43;1.91E-47;1;;
2510243713;1.80E-46;4.19E-54;1;;
2510243723;2.24E-48;2.93E-26;1;;
2510280033;1;0;0;;
2510313322;2.56E-35;1.08E-227;1;;
2510353392;5.60E-49;8.28E-06;0.999991715;;
2510354132;1.60E-72;1;2.05E-21;;
2510355672;6.89E-31;2.27E-237;1;;
2510366852;5.73E-44;5.28E-115;1;;
2510368672;1;0;0;;
2520008153;4.72E-71;1;1.06E-19;;
2520019212;1.20E-75;1;5.30E-24;;
2520032702;8.25E-71;1;1.73E-19;;
2520037763;2.50E-64;1.00000003;1.14E-13;;
2520037773;3.28E-62;1;1.79E-11;;
2520037783;1.66E-71;1.00000003;2.81E-20;;
2520038172;6.54E-75;1;2.97E-23;;
2520038342;1.49E-74;1;6.30E-23;;
2520038352;8.86E-64;1;3.24E-13;;
2520040072;1.64E-65;1;6.29E-15;;
2520052262;2.68E-65;1;7.12E-15;;
2520062032;1.27E-66;1.00000003;7.25E-16;;
2520062052;2.91E-74;1;9.72E-23;;
2520079683;3.92E-67;1;2.90E-16;;
2520079692;1.30E-72;1.00000003;1.29E-21;;
2520080903;6.53E-66;1.000000015;5.36E-15;;
2520080913;9.39E-68;1;8.20E-17;;
2520087493;1.10E-72;1;2.79E-21;;
2520098123;8.93E-75;1;3.69E-23;;
2520102532;5.83E-73;1;1.67E-21;;
2520103743;1.12E-74;1;3.46E-23;;
2520113562;9.14E-74;1;2.57E-22;;
2520113573;1.03E-68;1.00000003;7.53E-18;;
2520113582;1.53E-45;0.874975296;0.125024704;;
2520114062;5.91E-61;0.999999999;5.09E-10;;
2520115212;1.50E-57;0.99999969;3.10E-07;;
2520130442;4.62E-75;1.00000003;1.12E-23;;
2520134552;1.72E-74;1;8.12E-23;;
2520142253;1.26E-64;1;9.37E-14;;
2520142262;0.200000003;0.799998817;1.20E-06;;
2520143013;3.72E-62;1;1.50E-11;;
2520143252;1.13E-67;1;1.05E-16;;
2520143632;3.54E-74;1;1.41E-22;;
2520143742;6.57E-73;1;2.28E-21;;
2520165262;1.52E-74;1;4.36E-23;;
2520178512;1.03E-76;1;6.32E-25;;
2520179593;1.66E-67;1.00000003;4.29E-17;;
2520180252;6.90E-67;1;4.79E-16;;
2520184733;1.23E-48;5.97E-30;1;;
2520185443;3.42E-30;1.77E-68;1;;
2520188402;3.39E-70;1;2.18E-19;;
2520189482;3.34E-50;0.281165394;0.718834606;;
2520200032;3.35E-73;1;9.70E-22;;
2520233713;1;0;0;;
2520239232;5.72E-53;0.998094055;0.001905945;;
2520251282;4.36E-29;0;1;;
2520333172;2.92E-71;1;6.30E-20;;
2520338332;2.21E-50;0.038802432;0.961197568;;
2520378862;2.95E-68;1;6.09E-17;;
2520476083;2.65E-77;1;1.75E-25;;
2520476603;8.76E-77;1;5.09E-25;;
2520490302;2.74E-67;1;2.62E-16;;
2520499433;7.61E-50;0.282529059;0.717470986;;
2520554813;2.96E-50;0.600496197;0.399503818;;
2520554833;3.78E-51;0.874885909;0.125114091;;
2520559022;4.36E-36;6.70E-257;1;;
2520593073;3.43E-67;1;6.02E-16;;
2520620013;2.49E-34;5.03E-149;1;;
2520620023;7.93E-67;1.00000003;1.61E-16;;
2520625362;1;0;2.70E-22;;
2520625443;3.45E-62;1;3.39E-12;;
2520679082;1.95E-68;1;1.36E-17;;
2610002533;4.11E-43;2.61E-99;1;;
2610002593;7.33E-67;1;7.47E-16;;
2610003833;2.29E-47;1.81E-21;1.00000003;;
2610010992;5.44E-67;1;3.85E-16;;
2610017963;4.10E-58;0.999999956;4.36E-08;;
2610023253;6.71E-51;0.523575454;0.476424546;;
2610030312;7.86E-76;1;3.82E-24;;
2610862152;4.29E-57;0.999999925;7.45E-08;;
2610921102;3.07E-47;1.76E-09;0.999999998;;
2710010522;2.17E-14;0;1;;
2710010892;9.80E-76;1;5.19E-24;;
2710036202;3.85E-75;1;1.62E-23;;
2820015502;8.13E-76;1;4.41E-24;;
2820069032;2.35E-69;1;5.75E-18;;
2830005363;1.75E-65;1;1.13E-14;;
2830005393;2.21E-39;2.09E-120;1;;
2830005413;1.71E-42;1.29E-52;1;;
2830016292;1.68E-47;1.88E-09;0.999999998;;
2830059033;4.34E-49;0.499985477;0.500014523;;
2830059982;2.35E-68;1;1.68E-17;;
2830060712;1.22E-63;1.00000003;9.56E-13;;
2830061663;3.69E-49;2.03E-05;0.999979694;;
2830061673;5.74E-46;0.513203367;0.486796633;;
2830061713;5.43E-45;6.94E-15;1.00000003;;
2830061742;2.41E-74;1;1.02E-22;;
2830073763;6.50E-72;1.00000003;1.35E-20;;
2830082372;3.89E-59;0.999999994;6.42E-09;;
2830087223;2.68E-71;1.00000003;4.80E-20;;
2830088363;3.21E-62;1;5.40E-13;;
2830088393;2.01E-59;1;4.05E-10;;
2830092882;9.25E-73;1;2.20E-21;;
2830092932;1.01E-65;1;1.02E-14;;
2830115343;6.75E-51;0.888888892;0.111111115;;
2830122013;8.54E-46;1.53E-12;1;;
2830122033;2.80E-58;1.000000003;2.69E-08;;
2830123822;4.26E-20;1.09936695004805e-310;1;;
2830141973;2.95E-46;1.90E-43;1.00000003;;
2830161773;1.67E-57;0.999999867;1.78E-07;;
2830189663;1.72E-32;3.18E-173;1;;
2830192803;1.14E-71;1;1.64E-20;;
2830192823;2.06E-48;2.00E-12;1.00000003;;
2830215213;7.33E-36;4.63E-40;1;;
2830219662;1.98E-62;1;2.07E-12;;
2840011152;3.96E-41;3.25E-77;1;;
2840043683;2.75E-30;0;1;;
2840047123;1.88E-60;0.999999999;6.60E-10;;
2940006472;3.49E-73;1;1.94E-25;;
2940006902;2.03E-41;1.47E-177;1;;
2940009473;1;0;0;;
3110121362;2.55E-44;2.54E-91;1;;
3110216873;1.42E-47;1.77E-26;1;;
3110218312;1.38E-53;0.999985429;1.46E-05;;
3110261142;8.16E-19;0;1;;
3110271062;1.07E-43;1.57E-22;1;;
3110291362;2.01E-49;0.001817897;0.998182103;;
3110297692;4.01E-47;4.09E-12;1;;
3110299502;4.75E-55;0.999957767;4.22E-05;;
3110391202;7.03E-51;0.514045133;0.485954867;;
3110392953;1.07E-49;0.663234838;0.336765192;;
