lake_id,comp1,comp2,comp3,comp4,comp5
1150000822,2.4242009729389775e-27,1.0,4.46476933294816e-60,6.338612245786105e-29,2.5434292653287215e-108
1150001092,2.057869294401486e-32,1.0,2.335625480729103e-46,2.3177456598858667e-16,4.079895450591986e-94
1150002502,7.392973499648508e-23,2.811403290101458e-13,4.2084001731237344e-30,0.9999999999997158,1.5935964500998736e-81
1150002592,1.0588400409602716e-47,6.125891433634214e-28,4.472519105964254e-27,1.0,1.0253237648644459e-55
1150003802,5.049401578469926e-16,0.9999999999999916,1.2068211161545341e-45,8.050219009357516e-15,2.9636362949136167e-89
1150004092,2.380239553824763e-20,1.0,3.3251480266910324e-55,5.463981761226903e-24,2.066661311161801e-97
1150005262,7.248313335229611e-08,0.5,5.302323398400013e-29,0.4999999275168658,1.896870959340154e-61
1150005972,1.2562812122319508e-24,1.0,6.424737319113292e-47,2.9845599906592654e-17,2.0953517251053257e-76
1150007303,8.631215815811316e-38,1.0,2.0239277966269794e-50,1.4036998133151408e-20,4.155811830452034e-74
1150008142,1.564847267385293e-23,1.0,8.245918285395272e-49,1.015435427777585e-17,3.024282719697491e-101
1160000282,6.726220927262541e-59,8.159318440318824e-05,6.962528889749792e-28,0.999918436617919,7.392084339489801e-55
1170006442,0.9999999375051882,6.249479298856152e-08,6.185883216140809e-45,1.89091919300653e-14,2.8261354676156274e-70
1170013163,0.0,0.0,1.0,1.7156274825684805e-102,3.0107070390384336e-39
1170013972,2.19501529482779e-117,0.0,1.1361222140424436e-11,0.9999999999886455,9.611118313700386e-37
1170014783,1.4939666467321457e-80,0.0,3.4064100937399744e-20,1.0,2.0433349069253765e-45
1220005463,1.0252779408746736e-119,9.39343701876654e-297,2.5916588379901234e-23,1.0,4.989231490034056e-48
1220013612,2.6911297054900906e-47,1.4742295903576166e-114,1.4791886009962084e-26,1.0,1.1757209900844328e-59
1220053053,5.444561213336595e-56,0.0,2.679956629008954e-15,0.9999999999999964,1.2019666962105e-42
1220056833,1.0507385623028927e-12,0.9999999999989502,3.776149456131436e-55,1.6823461907674425e-24,1.9860041066376328e-79
1220056903,1.0289638229978149e-12,0.999999999998971,4.4683866497978e-56,2.411451907997091e-25,2.248907607420667e-80
1230003032,0.016106386064419945,0.9838936139345931,2.2745346443631387e-43,9.874257253632548e-13,1.0329344309916367e-67
1230009732,7.130749991304773e-123,0.0,2.530391853673386e-11,0.9999999999746905,3.2809997775461626e-36
1240009142,4.149784768730669e-135,0.0,1.8414990334440175e-13,0.9999999999998153,4.641607841498701e-42
1240018052,1.842026051188662e-28,1.7215300153666108e-100,4.46742726286624e-28,1.0,5.336077721833312e-52
1240019053,0.0,0.0,0.015650556740208058,0.9843494432597955,9.808420756264323e-27
1250034252,0.9750097356637363,0.02499026433620803,1.9442961274034766e-44,5.571053209689972e-14,3.799354946204209e-70
1250051122,3.210848420206223e-16,1.0,1.602771854210784e-64,2.2626719667631688e-33,1.247834424230342e-88
1270003322,2.075343427729651e-58,1.9305953378958617e-12,1.357539416040563e-30,0.9999999999980673,1.4148618888120141e-77
1270024123,2.4031732822981783e-213,0.0,7.108838431640877e-05,0.9999289116156789,9.437977195620514e-41
1270028303,0.0,0.0,1.0,2.43656404624532e-42,2.4729440302431345e-31
1270040752,0.9999998434759758,3.528366677650837e-16,1.463580418750186e-37,1.5652402419353828e-07,6.91517424052125e-68
1270041163,1.7479369123282833e-18,2.3050489018602926e-144,7.529223029012273e-27,1.0,7.014954282096394e-61
1270045763,2.449784170826535e-156,0.0,1.0159235984239591e-11,0.9999999999898392,1.0409616703934204e-51
1270054173,1.9191746429000243e-272,0.0,8.96491527522994e-14,0.9999999999999147,1.3446206945329233e-54
1310000402,0.0,0.0,1.0,1.0096695435046227e-35,4.0927929539924356e-44
1310005562,2.003814572701043e-09,0.9999999979961842,3.560688038401906e-57,2.9440615273610497e-26,2.3550252262231023e-81
1320012743,2.2970884960974556e-22,3.6902101229144234e-113,2.6750482585121002e-27,1.0,6.547400572016527e-52
1320015733,9.545328138521045e-10,6.568286185495798e-46,2.1474571870352173e-29,0.9999999990454675,2.4500759699398954e-54
1320015883,6.734864550479054e-30,5.0047950538098206e-110,1.084093250417147e-28,1.0,3.51663207470631e-52
1320018042,0.9962952581606648,2.017019710943131e-14,2.678988541419292e-32,0.003704741839314845,5.090275897034568e-65
1320022222,0.9682684961773736,2.3803445560002393e-48,1.4966015148833356e-30,0.031731503822626045,2.5276779721942006e-61
1320023692,3.90817418010459e-09,0.9999999960918267,2.111794033831705e-54,1.355096436079892e-23,4.75116139629577e-83
1320023702,5.3791218585632095e-18,1.0,1.1175927755698229e-49,1.5817603203913345e-19,2.7397366839926983e-78
1320026362,2.1973740853386335e-32,8.778488322728747e-179,3.772633422384282e-25,1.0,1.2054899779689522e-53
1320028172,2.139556729454266e-09,7.17250181176428e-44,2.6848748247114134e-29,0.9999999978604421,1.6778420106343317e-61
1320029763,0.999999951495567,1.0048574358598341e-39,8.645766033938771e-37,4.8504433292452814e-08,1.4175519299360276e-61
1320030072,1.98373630799103e-05,0.9999801626369205,1.583376762901751e-49,4.631527422411231e-19,2.6021227249057656e-74
1320031272,0.9999999999910725,7.592021729723408e-12,1.0204700060771151e-42,1.335701764974186e-12,1.3565932931705647e-67
1320031292,0.9999999946035363,4.755791146199154e-31,4.0166035123481757e-38,5.3964632468184115e-09,4.2773868955787656e-63
1320035402,2.513536971165078e-10,0.9999999997486455,3.544972188487866e-51,1.466750305668592e-20,6.534623768309295e-84
1320035532,1.1841033493655071e-24,1.0,6.776599467198786e-64,1.0630317459957273e-32,2.93835588828693e-103
1320036032,3.1295123291291123e-07,0.9999996870486184,1.1841152027722457e-43,1.485223238545779e-13,2.2276121613275602e-72
1320036142,3.2777389096946e-20,1.0000000447034836,5.251999482943191e-62,3.871369000940004e-31,1.2167306988657903e-88
1320037342,1.7099375351870387e-22,5.333148651750046e-152,3.1982341418321793e-24,1.0,6.999334214324298e-49
1320038493,0.9998627327598477,2.776282308218185e-49,4.371607065045887e-33,0.0001372672401516397,3.283871658761218e-58
1320040872,6.6442045277616375e-12,0.9999999999933564,9.164882507733162e-61,9.21329360351164e-30,2.259939608434814e-84
1330006212,5.2345343275512356e-61,0.0,4.7845918568353766e-20,1.0,2.097018717179975e-48
1330007723,6.350903742163833e-95,0.0,1.0802182612979699e-19,1.0,6.757806105843807e-49
1330010923,6.165600111072209e-45,1.4521519010363365e-118,4.0019097669192886e-28,1.0,5.460568932042769e-60
1330014893,0.0,0.0,6.581104448273045e-13,0.9999999999993392,5.001824861792792e-44
1330015103,5.877258098724428e-130,1.664068770657973e-299,6.244801521750379e-24,1.0,7.212231377031707e-50
1420040083,2.1915606891640882e-111,0.0,2.0887928930757794e-14,0.9999999999999787,1.8415092300216488e-38
1420043703,0.0,0.0,3.4711914971440447e-15,1.0,7.54048448235182e-39
1420045233,1.9822599921033178e-126,0.0,7.514512015442967e-14,0.999999999999929,9.417950290830826e-37
1420049113,2.2826305370061365e-116,0.0,3.5386556255062564e-15,1.0,6.249605214474522e-41
1430002253,5.792931941436647e-99,0.0,3.9906800747723264e-15,0.9999999999999929,4.487003059989277e-39
1430002872,0.999999999998076,7.786826790617737e-17,8.291904335773793e-43,1.9240049329617615e-12,8.132077480346193e-67
1430004273,0.0,0.0,0.9999999999996874,3.1921510264836956e-13,2.2644334037911015e-32
1430004323,0.9999999999117843,3.0107110353510898e-12,2.4947275179821513e-41,8.520487419725994e-11,1.404043710908076e-65
1440001863,1.82830524296722e-75,5.524514436246994e-159,2.789239662046564e-27,1.0000000447034836,5.312073995348045e-51
1440005913,9.406316221575516e-161,0.0,1.2126699046397612e-18,1.0,1.732659765114571e-45
