lake_id,comp1,comp2,comp3,comp4,comp5,comp6
1150000822,1.0,0.0,1.990880229955029e-60,6.693582973355663e-101,2.8659670361317918e-27,2.711696320884672e-29
1150001092,1.0,0.0,8.061995431698384e-47,5.61763294976649e-87,2.548298693747693e-32,1.083511292170244e-16
1150002502,7.674330450504847e-13,0.0,2.09479661874948e-30,2.830861483007149e-73,2.1205178873497596e-22,0.9999999999992326
1150002592,1.0697040941914957e-27,0.0,1.2827708683543435e-27,4.862555791534515e-53,1.325584734306706e-47,1.0
1150003802,0.9999999999999969,0.0,5.091868980526388e-46,3.431165863768514e-83,5.423432237116215e-16,2.963306222986987e-15
1150004092,1.0,0.0,1.5839104881169093e-55,1.5279394741914214e-91,2.5462432631998853e-20,2.1782709241865527e-24
1150005262,0.5,0.0,3.683519988057383e-29,1.8617230747080045e-57,1.529693741640486e-07,0.4999998470306245
1150005972,1.0,0.0,4.830797911309445e-47,2.45543766238496e-73,1.9861362123380003e-24,2.0774587922847943e-17
1150007303,1.0,0.0,1.2776852778473583e-50,2.84536024295254e-72,1.4357133591254378e-37,7.595173598899394e-21
1150008142,1.0,0.0,2.343476287894574e-49,2.5440841405323436e-93,1.2983111575653681e-23,2.816854570742211e-18
1160000282,0.00012114956436762298,0.0,3.065798764372763e-28,3.3013001369369412e-52,2.21614800462299e-58,0.9998788802379552
1170006442,6.488420050127027e-08,0.0,4.686201880804827e-45,3.75066667187621e-68,0.9999999351157894,9.681851746694361e-15
1170013163,0.0,0.0,1.0,5.858963031707856e-21,0.0,1.3566529858443774e-92
1170013972,0.0,0.0,3.4778440830111073e-13,3.354221821682486e-35,1.1190000309546175e-117,0.9999999999996589
1170014783,0.0,0.0,1.099502650160273e-20,1.6506999435035433e-43,4.7620734242929725e-80,1.0
1220005463,1.1136637919582748e-296,0.0,1.5507478566361092e-23,4.6508497680975553e-45,7.290153684392862e-119,1.0
1220013612,3.8077693181919955e-113,0.0,6.624029505962925e-27,6.222969054747202e-56,4.126124955674855e-47,1.0
1220053053,0.0,0.0,5.761010818791055e-17,1.558822142927504e-39,1.4589478156977585e-55,1.0
1220056833,0.9999999999990568,0.0,2.328919870556458e-55,1.4732081347532136e-77,9.4150292233108e-13,7.1462608797304385e-25
1220056903,0.999999999998991,0.0,3.3710021311174056e-56,2.0795440564848225e-78,1.0092392120185211e-12,1.221961210747875e-25
1230003032,0.9817434006888452,0.0,1.338867769073994e-43,2.065408004216211e-65,0.018256599310652565,5.016928364760252e-13
1230009732,0.0,0.0,8.350324141588817e-13,1.9202982519676936e-34,1.5605427548220297e-122,0.9999999999991616
1240009142,0.0,0.0,9.301241087209353e-14,3.97399328597287e-39,1.6981241237679338e-134,0.9999999999999005
1240018052,1.027839033851901e-98,0.0,3.506883552964895e-28,6.227756910897478e-50,6.635269097203873e-28,1.0
1240019053,0.0,0.0,0.0002755160857149131,6.821275615876821e-24,0.0,0.9997244839142804
1250034252,0.04310451802473783,0.0,1.4977106695102114e-44,7.309078736483768e-68,0.9568954819752331,2.911939927557314e-14
1250051122,1.0,0.0,1.112874791462768e-64,1.5156364514992964e-86,3.210724667301926e-16,1.1290581583040607e-33
1270003322,6.867988266767627e-12,0.0,1.3660565023587352e-30,5.998232768980632e-70,1.6872945992184496e-57,0.999999999993129
1270024123,0.0,0.0,4.482236679728209e-06,2.2519566189788438e-33,1.9133397384967118e-212,0.9999955177633222
1270028303,0.0,0.0,1.0,5.38001513611994e-22,0.0,1.1559404385340775e-38
1270040752,7.835069471489451e-16,0.0,8.051092213534643e-38,1.1921760191186367e-64,0.9999999283533992,7.164659932531098e-08
1270041163,3.4162411577426467e-140,0.0,6.818800702394739e-27,1.676142338212559e-56,4.086808352490803e-18,1.0
1270045763,0.0,0.0,9.50871134175203e-12,3.7117175452661945e-46,3.483654580528145e-155,0.9999999999904929
1270054173,0.0,0.0,4.982597516631733e-15,7.757222522756274e-47,5.64960253475174e-271,1.0
1310000402,0.0,0.5,0.5,2.147280743319339e-35,0.0,1.1369301615161174e-67
1310005562,0.9999999983994243,0.0,1.8907369255374111e-57,2.9469985602477454e-79,1.6005749219533975e-09,1.1558074241064514e-26
1320012743,1.441838905956425e-111,0.0,1.6138091487079676e-27,7.306453372594841e-49,4.395715755350104e-22,1.0
1320015733,3.50664890084757e-45,0.0,2.747922057183885e-29,6.799675782338026e-51,2.263017489767367e-09,0.9999999977369818
1320015883,2.182609144348108e-109,0.0,1.1581856701034668e-28,3.7704143819625424e-50,2.5052054139209585e-29,1.0
1320018042,3.068445064511954e-14,0.0,1.3265924656837235e-32,2.4326120370680854e-61,0.9982809912193101,0.0017190087806596849
1320022222,5.137355945549629e-48,0.0,4.322593741663229e-31,3.284934169188988e-58,0.9866302406609948,0.013369759339006311
1320023692,0.9999999976403018,0.0,9.443685792319393e-55,2.2615206684260323e-80,2.3597000093923302e-09,3.8781221930921785e-24
1320023702,1.0,0.0,6.837461286752882e-50,1.7744015997307552e-75,5.591841995426265e-18,8.263541361984822e-20
1320026362,2.316844794752784e-178,0.0,1.8296338528537591e-25,2.429284858456156e-51,4.494470841300892e-32,1.0
1320028172,1.9002444115765944e-43,0.0,2.3423558498377704e-29,1.18762891696579e-57,4.656196905046284e-09,0.9999999953438063
1320029763,2.064067176063902e-39,0.0,4.948141620505762e-37,1.5452653470002394e-59,0.9999999741442206,2.585577934724898e-08
1320030072,0.9999805445098056,0.0,1.132480020614987e-49,2.8111154939124505e-72,1.945549019405096e-05,2.3006333246953063e-19
1320031272,2.335693622992512e-11,0.0,7.582213686483178e-43,1.7859768407885247e-65,0.9999999999759908,6.523055486474174e-13
1320031292,1.648843768126226e-30,0.0,2.944207357035277e-38,6.567669048958566e-61,0.9999999970311464,2.968853259621974e-09
1320035402,0.9999999997686615,0.0,1.7957513291122803e-51,4.0568537221640344e-80,2.313390954309695e-10,6.167190749881723e-21
1320035532,1.0,0.0,3.407203844942783e-64,5.2581572269611465e-98,1.1361499460337264e-24,4.11152238006435e-33
