lake_id,arc1,arc2,arc3
7250080512,0.0,0.0,1.0
7250092313,0.05263158,0.0,0.9473685
7250113932,0.0,0.0,1.0
7250145713,0.7058824,0.23529412,0.05882353
7250202733,0.0,0.03448276,0.9655173
