lake_id,arc1,arc2,arc3,arc4,arc5,arc6,arc7,arc8
1150000822,0.021749785,0.08628215,0.046788897,0.062165093,0.00686876,0.06082479,0.013142762,0.70217776
1150001092,0.006355609,0.53187543,0.029431429,0.060404472,0.21049832,0.069454186,0.015338301,0.07664226
1150002502,0.038003404,0.16251026,0.0503231,0.053533804,0.0592624,0.045940556,0.01615197,0.5742745
1150002592,0.027280953,0.4657508,0.05590221,0.07218174,0.2085572,0.08993033,0.05990228,0.020494452
1150003802,0.016400516,0.10903288,0.049645916,0.06872641,0.008333191,0.10752865,0.05871061,0.5816218
1150004092,0.021910548,0.13157612,0.06289822,0.07885063,0.03515033,0.08648848,0.04427015,0.53885555
1150005262,0.030599292,0.11478736,0.044716164,0.053489164,0.05453892,0.09166383,0.06546815,0.54473716
1150005972,0.008150296,0.24016337,0.027176522,0.055193137,0.08633093,0.090467416,0.04570422,0.44681412
1150007303,0.038885184,0.32029074,0.05877711,0.06234178,0.11477972,0.055583425,0.022483772,0.32685828
1150007432,0.93572927,0.0018835561,0.0052427314,0.0011782716,0.04876741,0.0010811567,0.004970023,0.0011475574
1150008142,0.022414774,0.170067,0.041036516,0.053138003,0.011217107,0.06763578,0.0075765206,0.62691426
1160000282,0.03451688,0.2687551,0.054801613,0.0646727,0.06956734,0.10461435,0.0520062,0.35106587
1170006442,0.049051765,0.19982827,0.04801745,0.045665223,0.109309845,0.03331147,0.028288292,0.48652768
1170013163,0.017889215,0.1643486,0.051337305,0.065174215,0.04165394,0.10166101,0.057495616,0.5004401
1170013972,0.042280104,0.48480517,0.04943005,0.05567665,0.22326373,0.06743811,0.041884758,0.035221316
1170014783,0.020846615,0.13069437,0.02388643,0.04759987,0.04944657,0.056732427,0.01847485,0.6523189
1220005463,0.03527158,0.26675937,0.06365857,0.06727925,0.08615489,0.094082914,0.056856256,0.32993716
1220013612,0.06005434,0.024942989,0.029669752,0.02336443,0.06196925,0.020686442,0.032169316,0.7471434
1220053053,0.027501397,0.27582473,0.06624592,0.08313456,0.0910815,0.12147942,0.071757324,0.26297513
1220056833,0.040962685,0.19436772,0.038825937,0.04787843,0.095062196,0.04409609,0.023239007,0.51556796
1220056903,0.036220483,0.22150941,0.067371935,0.07237755,0.0898789,0.08928613,0.059939303,0.36341622
1230003032,0.25653428,0.28942698,0.17981777,0.005705215,0.0030708977,0.13879696,0.108040646,0.018607201
1230009732,0.03224826,0.24000162,0.057150573,0.06751089,0.10755466,0.07675658,0.04558117,0.3731963
1240009142,0.038659833,0.011180818,0.03150696,0.03918381,0.06999904,0.06522665,0.06282717,0.68141574
1240018052,0.2105083,0.46081758,0.15902877,0.0069058356,0.0049462183,0.09329159,0.019187905,0.04531388
1240019053,0.041623592,0.49955383,0.05774946,0.039766144,0.018169612,0.20879354,0.06735367,0.06699017
1250034252,0.02750772,0.2734184,0.06839629,0.081084006,0.113842614,0.103933275,0.07010794,0.26170963
1250051122,0.027833315,0.008843666,0.015585409,0.037490387,0.021740435,0.11604424,0.07724339,0.6952192
1250064892,0.23359242,0.18683271,0.1774017,0.0014428302,0.00080441416,0.23399208,0.16446738,0.001466423
1270003322,0.03817543,0.26282197,0.030067839,0.033842407,0.12128785,0.07604642,0.05269866,0.38505945
1270024123,0.055794433,0.28238064,0.021211226,0.005466293,0.13898277,0.061529934,0.047327276,0.3873075
1270028303,0.030075409,0.37754706,0.034844544,0.042261858,0.15895167,0.104128264,0.07135842,0.18083276
1270040752,0.018125791,0.06854542,0.054248836,0.07389587,0.014333867,0.092469946,0.050510954,0.6278693
1270041163,0.03860846,0.09038393,0.051709943,0.056771737,0.039142027,0.057407524,0.030464325,0.63551205
1270045763,0.04832486,0.054345477,0.03145451,0.026100196,0.04817207,0.0443087,0.03639468,0.7108996
1270054173,0.010447568,0.112861484,0.015645392,0.0437176,0.024397485,0.093964934,0.04210255,0.656863
1310000402,0.053070337,0.30555215,0.045284487,0.04970619,0.1282297,0.078432135,0.05394747,0.28577754
1310005562,0.012839489,0.3400232,0.041017205,0.09206011,0.17039244,0.17519651,0.12007463,0.04839646
1320012743,0.042975966,0.046438448,0.05527484,0.047521643,0.038302347,0.052098278,0.03595802,0.68143046
1320015733,0.026303409,0.051944695,0.044814438,0.050855815,0.030452179,0.07267204,0.042342454,0.68061495
1320015883,0.04118716,0.35918462,0.046610296,0.049463622,0.17753205,0.029190378,0.029329536,0.26750243
1320018042,0.03371476,0.17302811,0.03013383,0.03926856,0.083178096,0.07605587,0.050349705,0.514271
1320022222,0.008805544,0.53886074,0.014457551,0.023567846,0.22486007,0.10953208,0.068456054,0.011460108
1320023692,0.015000137,0.37223047,0.0486989,0.07254146,0.16580077,0.09998711,0.0648999,0.16084126
1320023702,0.026749723,0.1517446,0.0466597,0.062294696,0.08906773,0.098025456,0.07369663,0.45176148
1320026362,0.028897185,0.1443407,0.04383779,0.056793746,0.06218523,0.0766153,0.04388038,0.54344964
1320028172,0.040678836,0.49426568,0.044136386,0.05179299,0.2290489,0.040945917,0.018484209,0.08064714
1320029763,0.010310255,0.016228156,0.008371811,0.03878149,0.046227895,0.031386893,0.011661065,0.8370324
1320030072,0.028588917,0.1344687,0.04186805,0.051445942,0.06411004,0.105361134,0.075065695,0.4990915
1320031272,0.033120736,0.22672267,0.05724476,0.064322226,0.097064085,0.084773436,0.05416247,0.3825896
1320031292,0.019908369,0.40906912,0.054355156,0.07395364,0.18588144,0.10157767,0.06869228,0.08656226
1320035402,0.033285055,0.056506306,0.03982413,0.050324947,0.044126183,0.084923334,0.06106376,0.62994635
1320035532,0.032813407,0.15372625,0.054021254,0.06493479,0.07552594,0.07044497,0.046499677,0.5020337
1320036032,0.025931293,0.37932894,0.060069792,0.075258166,0.14527029,0.109943666,0.063693926,0.14050391
1320036142,0.042720906,0.29980224,0.074985094,0.074079216,0.11518979,0.0828668,0.052992567,0.2573634
1320037342,0.06103054,0.0052629383,0.02015791,0.0070950333,0.048312593,0.043794967,0.04141973,0.77292633
1320038493,0.019452106,0.091231845,0.03407376,0.050821465,0.019171923,0.07749237,0.027854804,0.67990166
1320040872,0.014094673,0.17352042,0.051468603,0.07282986,0.045368824,0.10908934,0.061969012,0.47165924
1330003052,0.0074109687,0.019661414,0.3403305,0.15397984,0.0066195335,0.001203804,0.1723911,0.29840288
1330003162,0.00072883,0.24148786,0.026960285,0.50525403,0.008335435,0.004650505,0.19505326,0.01752992
1330006212,0.038270164,0.042265885,0.23099467,0.04563061,0.013394818,0.03664147,0.15355703,0.43924534
1330007723,0.039963987,0.14564447,0.18060553,0.07790548,0.108935125,0.103333205,0.16451214,0.17910008
1330008533,0.00064536574,0.10920198,0.39733726,0.2605161,0.0025015152,0.0027855511,0.10272053,0.12429162
1330008622,0.004950027,0.14640903,0.41995937,0.28189653,0.008454921,0.05188961,0.013936258,0.072504245
1330010923,0.015708297,0.523877,0.01713274,0.037878186,0.22992513,0.073487386,0.041042052,0.060949184
1330014893,0.03168782,0.26541433,0.047761567,0.053854354,0.12810059,0.07824135,0.06616828,0.32877174
1330015103,0.023823861,0.24544239,0.044810288,0.05850832,0.101027034,0.07734188,0.05445573,0.3945905
1420040083,0.025451,0.118787676,0.053539705,0.067156315,0.054520316,0.036552094,0.034107618,0.6098853
1420043703,0.01434772,0.05434771,0.031918697,0.05659274,0.05298734,0.060902793,0.07067494,0.65822804
1420045233,0.043262783,0.0043418333,0.037775796,0.028924277,0.04432174,0.008917653,0.019110901,0.813345
1420049113,0.02576939,0.10018152,0.051368516,0.072844274,0.05195061,0.05664766,0.047314446,0.59392357
1430002253,0.023628522,0.35577548,0.049795,0.06789594,0.18227346,0.08073169,0.09078218,0.14911772
1430002872,0.098308526,0.1139043,0.16781269,0.26069203,0.10679582,0.08744378,0.09097588,0.074066974
1430004273,0.018582826,0.30271196,0.074784085,0.08910088,0.08905518,0.041564256,0.06221703,0.3219838
1430004323,0.004963754,0.20695552,0.03944669,0.40592167,0.08992717,0.015998451,0.22396293,0.01282373
1430005083,0.073462546,0.10940744,0.08005708,0.29410833,0.09911111,0.07590701,0.20869395,0.05925252
1440001863,0.042746376,0.22568004,0.06938,0.045132563,0.065317966,0.06958198,0.08586523,0.3962959
1440005913,0.012086692,0.008019058,0.024092158,0.056267496,0.04491526,0.01576892,0.030364098,0.8084863
1440011113,0.02978935,0.080083914,0.03749979,0.04978605,0.043496378,0.060436703,0.04344747,0.6554603
1450003703,0.018204521,0.10816,0.039198842,0.059280843,0.09385656,0.05268661,0.060426336,0.5681863
1450007622,0.027532183,0.13979827,0.03131637,0.061139524,0.096925855,0.04469131,0.08035307,0.5182435
1450009233,0.07448209,0.1276758,0.1993917,0.23731568,0.047723785,0.12508969,0.16781855,0.02050267
1450009543,0.013838904,0.3839099,0.08135206,0.08484864,0.18362327,0.07723641,0.090664394,0.08452649
1450009923,0.0485999,0.08160912,0.15274332,0.2277363,0.07014782,0.15814428,0.23545864,0.025560522
1450011142,0.033531588,0.055223145,0.0013587846,0.6137512,0.0040044985,0.051019974,0.19321339,0.047897458
1450012863,0.009951092,0.5027605,0.01727432,0.023243781,0.20266047,0.044233404,0.048040316,0.15183607
1450014203,0.05071383,0.17306909,0.19138424,0.2692867,0.01207972,0.054671768,0.18826997,0.060524758
1460002782,0.030865295,0.28501815,0.029311948,0.07264449,0.077369764,0.050320767,0.08378844,0.37068117
1460009393,0.013191348,0.34386626,0.08350627,0.08732713,0.16906276,0.06289723,0.08193108,0.1582179
1510001923,0.021273302,0.59596795,0.0021646968,0.019466743,0.2821891,0.044666756,0.02216215,0.012109243
1510006093,0.02775995,0.15761127,0.05704171,0.06651988,0.18340905,0.058897786,0.04699585,0.40176448
1510006393,0.01243932,0.01783533,0.0051671583,0.0072290893,0.25200847,0.020605713,0.017230183,0.66748476
1530003042,0.00056824274,0.00012918629,0.99394256,0.00022742197,0.0012661943,0.0027666788,0.00039915703,0.0007006039
1530004152,0.9826124,0.003538705,0.0005035552,0.009768623,0.0015594912,0.00048188015,0.0008099952,0.00072544
1530011512,0.009869804,0.034228683,0.04658601,0.08509358,0.21835011,0.060125418,0.074872315,0.47087404
1530012122,0.9764167,0.0016433201,0.00014695372,0.019362139,0.00075241807,0.0002752727,0.000769909,0.00063327246
1540002042,0.9782226,0.0055810045,0.0026054122,0.0062327855,0.0027168896,0.0007063597,0.002978985,0.00095609576
1620001552,0.023959782,0.347674,0.04070531,0.059438575,0.15582845,0.066844456,0.043770563,0.26177883
1620004522,0.0108865425,0.29100522,0.06858274,0.09616132,0.08277327,0.14206174,0.092670724,0.2158584
1620008282,0.048719965,0.2637171,0.02106684,0.020746684,0.13788603,0.04036892,0.0394277,0.42806682
1620023612,0.04689818,0.018537704,0.019175824,0.010488089,0.013052277,0.038325705,0.026583953,0.8269383
1620031802,0.022854459,0.22259198,0.073756784,0.08378949,0.04515776,0.08286798,0.032017928,0.43696356
1620032342,0.020500023,0.33371815,0.059330314,0.07602784,0.15189478,0.0871792,0.060900807,0.21044885
1620034183,0.02796441,0.49996108,0.040834676,0.04330816,0.12738217,0.13885847,0.07185951,0.04983153
1620063302,0.04392877,0.087165006,0.039256904,0.039169006,0.04347876,0.044186927,0.023894217,0.67892045
1720000552,0.013314896,0.23474646,0.034845825,0.057060428,0.08891229,0.060222447,0.01899078,0.49190688
1720001282,0.018247647,0.02027297,0.022684753,0.04298156,0.048716463,0.02358913,0.020125171,0.80338234
1720001342,0.022598552,0.08120658,0.026614038,0.045065656,0.019468972,0.057619836,0.014997917,0.7324285
1720003902,0.035098758,0.12439146,0.03803895,0.039201774,0.042202096,0.087373555,0.054699257,0.57899415
1720003932,0.025589881,0.16915701,0.040610965,0.048116807,0.014903642,0.11856692,0.0652738,0.51778096
1720004142,0.057574492,0.012536548,0.036803626,0.032930557,0.06876585,0.015714742,0.03818444,0.73748976
1720004172,0.020143947,0.37951347,0.057400376,0.07776494,0.17209639,0.1002974,0.06894007,0.123843424
1720004433,0.035947815,0.27280203,0.06768355,0.07676701,0.07484181,0.115531325,0.07385701,0.28256947
1720004453,0.026187904,0.23460801,0.04685093,0.06426232,0.12381438,0.0794687,0.055605095,0.36920267
1720007172,0.06857624,0.52168065,0.026860066,0.006366688,0.262629,0.049929306,0.050018165,0.0139398435
1720008692,0.042561498,0.08193377,0.039713867,0.041559584,0.041197803,0.0586895,0.03688867,0.6574553
1720009413,0.045043033,0.17743653,0.020952854,0.016321633,0.068900116,0.03883531,0.013643992,0.6188666
1720010272,0.022599958,0.25742686,0.046913486,0.060342103,0.1036564,0.120793544,0.083089024,0.3051786
1720010283,0.02540206,0.256317,0.06331315,0.08172552,0.04989265,0.14437398,0.07920379,0.29977188
1720033122,0.036967754,0.06689605,0.032132402,0.040842544,0.044141088,0.06775798,0.047441754,0.66382045
1720041492,0.022846391,0.399673,0.06389474,0.08242461,0.17832473,0.09280944,0.06386036,0.096166745
1720041532,0.041925248,0.097218044,0.032206677,0.034321714,0.034876186,0.042612724,0.016988633,0.69985086
1720046943,0.03228933,0.2563557,0.04808437,0.05986963,0.1101774,0.050920874,0.030057287,0.4122454
1720052653,0.034171,0.14939566,0.050386585,0.05289153,0.05959986,0.0729782,0.070562705,0.51001453
1720053693,0.012194769,0.19500619,0.052543387,0.072235726,0.016294125,0.1215861,0.0636259,0.4665138
1720054503,0.039399043,0.32766014,0.06047117,0.044159904,0.15489218,0.044253185,0.05267472,0.27648968
1720056903,0.030007007,0.29991752,0.08028252,0.08351819,0.06993883,0.1354724,0.08622566,0.21463788
1720057352,0.16669823,0.00031719398,0.071226135,0.0018105463,0.61924875,0.0014493123,0.13852537,0.0007244354
1720057912,0.6080533,0.00078904943,0.051331658,0.03320682,0.19620682,0.0030181129,0.10562112,0.00177309
1730047972,0.75510687,0.00039735495,0.0032263978,0.02847599,0.001055915,0.0004936855,0.21064632,0.000597568
