lake_id,arc1,arc2,arc3,arc4,arc5,arc6,arc7,arc8,arc9
1150000822,0.26442242,0.03391382,0.015583272,0.051815983,0.071332075,0.02420831,0.22513542,0.19752179,0.11606701
1150001092,0.06693329,0.014112907,0.19638447,0.019561047,0.18222354,0.07163485,0.28118268,0.10751111,0.06045611
1150002502,0.10770432,0.04120791,0.07457393,0.009942499,0.12928198,0.17465805,0.3193207,0.0701943,0.073116295
1150002592,0.016059259,0.03467648,0.08914582,0.024394706,0.23182021,0.026782284,0.124307856,0.38786405,0.06494935
1150003802,0.2701354,0.026093064,0.0057707247,0.09878581,0.04258341,0.023404818,0.26159018,0.18601727,0.085619375
1150004092,0.1892082,0.01948528,0.065177634,0.086175606,0.09363218,0.046720453,0.27978963,0.15718096,0.06263005
1150005262,0.070092276,0.054261513,0.03767754,0.06157481,0.060266525,0.09111981,0.21372205,0.37742323,0.033862274
1150005972,0.026967859,0.017310025,0.0065694586,0.049941394,0.025974382,0.13797504,0.43573713,0.21982852,0.079696216
1150007303,0.027506284,0.013537919,0.009490144,0.23815894,0.2858046,0.02330263,0.3139336,0.0826142,0.005651672
1150007432,0.00030496911,0.0010676275,0.000109825436,0.028970312,0.015540815,2.7634886e-05,0.41527236,0.5382302,0.00047625307
1150008142,0.01991259,0.25295565,0.008021967,0.1301159,0.055663016,0.14707412,0.29432365,0.036863748,0.055069406
1160000282,0.040121533,0.06042363,0.028767051,0.12199197,0.13496813,0.024558183,0.32965285,0.21737044,0.0421462
1170006442,0.03841109,0.040021002,0.021306608,0.1812127,0.049543165,0.033381835,0.59373194,0.032804467,0.009587118
1170013163,0.117838904,0.07148287,0.012835031,0.23180324,0.020384397,0.0155821815,0.091344506,0.40262046,0.036108438
1170013972,0.044775676,0.0349233,0.0074915187,0.14050084,0.22019657,0.0374603,0.39658272,0.064537324,0.053531762
1170014783,0.11910155,0.017027011,0.0043917783,0.17746061,0.1514721,0.004488053,0.4347888,0.07937609,0.011894058
1220005463,0.01476765,0.032552462,0.018161692,0.08451566,0.122598894,0.028215302,0.38442114,0.2969611,0.01780607
1220013612,0.05955075,0.12990594,0.014077482,0.06806814,0.21048225,0.024432437,0.22260387,0.20811628,0.06276282
1220053053,0.01665163,0.016380848,0.009064784,0.21442112,0.2878357,0.013157557,0.20336705,0.22120923,0.017912105
1220056833,0.021199938,0.02646495,0.02517574,0.27667052,0.33067918,0.024033023,0.14451614,0.14432727,0.006933195
1220056903,0.023280818,0.015091657,0.018011281,0.24300563,0.24737412,0.027653825,0.18669714,0.20998818,0.02889735
1230003032,0.0010638166,0.0005242946,0.00085338566,0.2448433,0.17357443,0.0018372389,0.21413317,0.36087918,0.0022911474
1230009732,0.011666316,0.062065862,0.031309586,0.07002566,0.26635894,0.013042536,0.15827955,0.35846236,0.028789185
1240009142,0.029781517,0.016182236,0.021350337,0.08658646,0.31737912,0.1328579,0.07530088,0.26304838,0.057513174
1240018052,0.00043877505,0.00047854433,0.00061475905,0.30073532,0.32080355,0.0030219085,0.071344785,0.30192843,0.00063389144
1240019053,0.003989534,0.0070668734,0.0011753803,0.3355015,0.18296263,0.0019436973,0.2271333,0.23822504,0.0020020816
1250034252,0.0030371903,0.056519985,0.040832162,0.10645731,0.1921579,0.033940073,0.062096477,0.4750383,0.029920641
1250051122,0.0012556732,0.002238379,0.0014300265,0.06923451,0.15315625,0.00043852345,0.6500136,0.12049567,0.0017373239
1250064892,0.00012359736,0.0011684204,0.0008549675,0.6615388,0.24491593,0.00018806038,0.002259382,0.08884781,0.000103034436
1270003322,0.08770005,0.17987463,0.0698141,0.18677956,0.16972815,0.01754082,0.08559871,0.1473433,0.055620693
1270024123,0.06222326,0.101737596,0.078969985,0.13807121,0.035109032,0.027647648,0.44249272,0.09465482,0.019093776
1270028303,0.048040107,0.07384845,0.06723385,0.13440536,0.046052832,0.06854276,0.22327915,0.32500067,0.0135968765
1270040752,0.083492704,0.00771126,0.001909796,0.09468081,0.1507316,0.008065064,0.12086209,0.31928334,0.21326327
1270041163,0.09737149,0.013934332,0.029400311,0.23939073,0.37945995,0.1004549,0.04902943,0.021004368,0.06995442
1270045763,0.018445127,0.13433617,0.024110556,0.12673448,0.20218796,0.1127402,0.13187842,0.12606274,0.12350434
1270054173,0.28564197,0.0027330748,0.015275956,0.024270482,0.5848832,0.028917365,0.021844799,0.023724185,0.0127089005
1310000402,0.04634991,0.07007668,0.05129625,0.12471367,0.27049622,0.09893906,0.10664064,0.07257825,0.1589093
1310005562,0.0004787649,0.0015383138,0.0007848105,0.21588704,0.45092407,0.00016728138,0.17177087,0.1579283,0.0005206307
1320012743,0.036764864,0.009136793,0.003715105,0.0797796,0.21124117,0.0015250366,0.27769226,0.3672863,0.01285888
1320015733,0.0037874524,0.027180988,0.013744488,0.21501282,0.189483,0.006894825,0.32086593,0.21157017,0.011460332
1320015883,0.0064321607,0.014956826,0.003213704,0.3789469,0.03810269,0.023352059,0.18059956,0.33159995,0.022796113
1320018042,0.022633329,0.10606055,0.03912971,0.106680185,0.20755568,0.08725888,0.11997502,0.2838425,0.02686411
1320022222,0.07191764,0.05120456,0.027029956,0.061239973,0.014291374,0.028951367,0.5299575,0.11728132,0.0981263
1320023692,0.050758522,0.10279303,0.032389212,0.21568839,0.0763485,0.0022103945,0.038752135,0.44612083,0.034938924
1320023702,0.07067384,0.033709746,0.034325376,0.25130543,0.16832568,0.06069473,0.062642485,0.29832366,0.019999016
1320026362,0.047295462,0.08173503,0.036973596,0.0933659,0.47649246,0.023607496,0.031413566,0.17940532,0.029711192
1320028172,0.034612823,0.085301116,0.04554441,0.24373075,0.10633345,0.07139817,0.10431977,0.27325505,0.03550443
1320029763,0.0061297477,0.0943727,0.003615551,0.076086946,0.48819417,0.0034028068,0.05441454,0.24495828,0.02882533
1320030072,0.013907859,0.019436948,0.047086723,0.3022021,0.22273198,0.026367152,0.2537099,0.09400361,0.020553786
1320031272,0.0067805094,0.008585717,0.062867165,0.46376118,0.2022571,0.0218095,0.11407612,0.09270115,0.027161453
1320031292,0.004486062,0.01790021,0.003964138,0.25599992,0.34035593,0.10262909,0.15632324,0.10949455,0.008846774
1320035402,0.057909817,0.067721784,0.049176794,0.11601688,0.08337277,0.061794173,0.17864433,0.33703622,0.048327163
1320035532,0.09349339,0.07510646,0.013252149,0.095258035,0.17190064,0.08801233,0.23130138,0.113684766,0.11799084
1320036032,0.02110336,0.0587444,0.06779089,0.19435133,0.19553219,0.03044093,0.20863923,0.18258214,0.040815506
