lake_id,arc1,arc2,arc3,arc4,arc5,arc6,arc7,arc8
1150001092,5.3866e-41,5.6814387e-32,4.8197e-38,3.1454e-41,2.2e-44,1.0,7.6096e-39,1.0023682e-37
1150002502,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1150003802,1.27544325e-30,8.968502e-21,1.5828096e-38,6.307686e-25,2.2051424e-27,1.0,4.46925e-27,2.141581e-28
1150004092,4.1233154e-28,3.4800695e-28,0.0,1.221783e-27,3.4635824e-27,1.0,1.7802888e-28,3.3223367e-30
1150005262,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1150005972,3.0376763e-35,4.757181e-28,0.0,3.2445865e-35,2.9124477e-35,1.0,1.50380975e-36,0.0
1150007303,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1150008332,2.064131e-21,2.1560998e-34,1.0,1.2872213e-25,6.43022e-28,2.7284602e-32,3.48405e-23,1.819826e-20
1160000282,2.5454978e-17,1.9000646e-14,2.9093886e-19,0.33333334,2.5228326e-18,0.6666667,3.4863905e-18,1.5686951e-18
1170006442,6.6229347e-20,1.6731523e-15,4.0633503e-23,3.6929392e-16,1.1332327e-19,1.0,1.0823965e-23,9.653669e-22
1170013972,1.3e-44,8.97953e-35,1.139e-42,3.7294368e-38,0.0,1.0,0.0,1.370837e-39
1220005463,3.5909028e-35,0.0,6.197766e-10,0.2,0.2,0.6,5.8340307e-30,5.025131e-13
1220013612,7.442416e-28,1.9320627e-23,1.4484206e-34,3.58298e-24,9.3048486e-26,1.0,4.226388e-25,6.897394e-32
1220053053,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1220056903,2.485816e-20,2.157338e-17,4.3877114e-20,0.5,1.3027028e-12,0.5,9.122676e-22,1.1558762e-18
1230009732,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1240009142,3.0923243e-27,1.0710373e-20,0.0,2.1058178e-25,4.4896552e-26,1.0,1.261385e-26,3.1183569e-30
1240018052,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1250010552,2.59e-43,1.7015483e-25,1.5258555e-35,1.3410292e-31,8e-45,1.0,2.3418452e-33,2.179e-42
1250034252,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1250051122,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1250064892,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1270041163,5.028848e-33,1.953244e-21,2.07e-43,4.948438e-29,4.7011637e-29,1.0,8.638155e-30,1.14065275e-35
1270045763,0.0,5.982e-42,0.0,6e-45,4e-45,1.0,0.0,0.0
1270054173,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1320023692,2.1106229e-29,2.8472046e-29,0.0,3.538112e-27,5.886153e-29,1.0,7.318756e-30,1.4543795e-32
