lake_id,arc1,arc2,arc3,arc4,arc5,arc6,arc7,arc8,arc9
1150001092,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1150002502,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1150003802,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1150004092,2.4369092e-25,4.9554303e-28,6.4262896e-30,8.383103e-20,4.6275987e-33,2.4090336e-32,1.0,9.476547e-25,1.9478713e-29
1150005262,1.0,6.048e-42,0.0,4.6419658e-36,0.0,3.6293123e-38,5.1251826e-31,3.84402e-39,2.77e-43
1150005972,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1150007303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1150008332,0.0,1.4575564e-32,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1160000282,1.0,0.0,0.0,9.1286854e-38,0.0,1.1299372e-37,1.0954591e-33,1.28e-43,0.0
1170006442,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1170013972,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1220005463,0.0,0.0,0.0,0.75,0.0,0.25,0.0,4.2626e-41,0.0
1220053053,0.0,0.0,0.0,0.33333334,0.0,0.33333334,0.0,0.33333334,0.0
1220056903,0.0,0.0,0.0,0.6666667,0.0,0.33333334,0.0,0.0,0.0
1240009142,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1240018052,1.1447785e-24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1250010552,1.9468074e-23,7.697359e-32,0.0,4.1897543e-26,4.7740683e-36,1.0,5.5507697e-21,2.3915231e-20,2.7905133e-31
1250034252,8.685813e-20,3.8003027e-27,1.0267771e-29,4.395591e-23,5.9890603e-33,5.018216e-24,1.0,4.546875e-27,1.2589957e-26
1250051122,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1250064892,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0
1270041163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1270045763,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1270054173,1.0,1.0077872e-34,5.208129e-34,9.002185e-31,2.040391e-39,1.5657421e-31,5.110967e-17,2.2516987e-35,0.0
1320023702,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1320031272,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1320031292,1.0,7.294969e-33,2.05231e-33,8.222036e-25,0.0,3.8522426e-23,1.7905787e-22,4.071649e-24,4.3131804e-34
1320035532,3.7581336e-20,1.802237e-35,4.5058668e-27,2.9343835e-20,7.044786e-26,3.2141055e-30,1.0,9.66869e-25,5.4381405e-27
1320036032,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1320036142,9.505103e-24,1.0211431e-29,4.144544e-24,6.138765e-22,1.5044532e-32,1.9511888e-18,1.0,5.2039435e-22,1.2723135e-35
1320037342,4.3181268e-23,3.9740943e-34,4.2076665e-31,1.0,0.0,6.890914e-20,3.8605462e-27,9.469006e-30,1.0336659e-30
1320040872,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1330003052,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1330006212,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1330007723,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1330008622,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1330010923,1.0,0.0,7.764075e-37,7.838316e-24,0.0,1.2436469e-30,2.9661627e-22,5.480653e-32,2.9661996e-35
1330015103,0.5,0.0,1.815452e-39,2.4391063e-28,2.2075374e-35,3.057618e-30,4.1950398e-27,0.5,3.4146318e-34
1420040083,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1420043703,1.0,1e-45,0.0,3e-44,0.0,0.0,3.45e-43,0.0,0.0
1420049113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1430002253,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1430002872,0.0,3.607608e-26,1.0,0.0,6.40804e-40,0.0,0.0,0.0,0.0
1430004273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1430005083,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1440001863,5.943565e-28,3.8e-44,3e-45,0.33333334,0.0,3.3538753e-27,1.7363e-40,0.6666667,0.0
1450003703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1450009233,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1450009543,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
1450009923,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1450014203,2.369664e-31,1.0,0.0,0.0,0.0,0.0,5.1850984e-28,8.875606e-20,0.0
1530004152,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1530011512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1530012122,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1540002042,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1620004522,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1620008282,1.0,0.0,0.0,5.867707e-35,1.44282e-40,8.318587e-37,2.5918943e-22,3.9096e-41,3.13e-42
1620023612,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.7195652e-32,0.0
1620031802,1.8521385e-22,0.0,1.7664982e-32,4.142578e-22,0.0,8.3120036e-26,1.0,6.7904185e-14,8.4359193e-32
